thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015114307403564453,0.03544044494628906,0.03544044494628906,0.03544044494628906,0.014898061752319336,5.4136130809783936,1,[5.375574588775635],[5.375595569610596],0,,,[-99.0],[-506.0],[1],[0],[0],[5.39793586730957],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.414100408554077,5.414169549942017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.414214372634888,5.427628993988037,7.421529769897461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,7.4386279582977295,,,,,,,,,,,,,,,,,,,,,,,,,,7.422501802444458,7.4386279582977295,7.4386279582977295,8.922475576400757,9.740710973739624,space,0.8111069202423096,None,9.740858316421509,9.761622905731201,9.761622905731201,11.241042375564575,16.325921297073364,space,5.074511528015137,None,16.3260715007782,16.356895923614502,16.356895923614502,16.356895923614502,16.356895923614502,16.356895923614502,16.356895923614502,16.356895923614502,16.356895923614502,16.356895923614502,17.827706575393677,21.264721393585205,space,3.432051658630371,None,21.264875411987305,21.287155866622925,21.287155866622925,21.287155866622925,22.778825283050537,27.229857683181763,space,4.449005603790283,None,27.230005025863647,27.249831676483154,27.249831676483154,28.72774887084961,29.23078680038452,space,0.49993038177490234,None,29.230986833572388,29.249825954437256,29.249825954437256,30.12983798980713,space,0.8757529258728027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
0,0,0,critical,wdh,20.0,2.1,lower,57.0,133.0,78.0,78.0,133.0,57.0,1,2.87784743309021,None,,,,,0,0,0,0,0,0,0,10,30.20584225654602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,78.0,78.0,133.0,57.0,2.1,2.12,-202,-254,0,-274,164,267,30.189536571502686,30.189570903778076,30.190762758255005,30.20584225654602,30.356106519699097,30.356106519699097,30.356106519699097,30.356106519699097,30.356106519699097,30.356106519699097,30.356106519699097,33.09860944747925,1,2.87784743309021,None,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
1,1,0,critical,dhw,20.0,2.1,lower,78.0,78.0,133.0,57.0,57.0,133.0,2,4.2056403160095215,None,,,,,0,0,0,0,0,1,1,26,33.11957764625549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,78.0,133.0,57.0,57.0,133.0,2.1,2.12,-164,-287,0,-275,191,254,33.100058794021606,33.10013437271118,33.10321521759033,33.11957764625549,33.27229857444763,33.27229857444763,33.27229857444763,33.27229857444763,33.27229857444763,33.27229857444763,33.27229857444763,37.333048820495605,2,4.2056403160095215,None,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
2,2,0,critical,wdh,35.0,2.1,upper,125.0,200.0,127.0,127.0,200.0,125.0,1,1.5627896785736084,None,,,,,0,0,0,0,0,2,2,9,37.35323166847229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,127.0,127.0,200.0,125.0,2.1,2.12,-260,-285,0,-260,222,252,37.334550619125366,37.33462643623352,37.337437868118286,37.35323166847229,37.50128936767578,37.50128936767578,37.50128936767578,37.50128936767578,37.50128936767578,37.50128936767578,37.50128936767578,38.93488121032715,1,1.5627896785736084,None,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
3,3,0,critical,dhw,35.0,3.0,upper,127.0,127.0,200.0,125.0,125.0,200.0,3,2.837505578994751,None,,,,,0,0,0,0,0,3,3,51,38.95031237602234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,127.0,200.0,125.0,125.0,200.0,3.0,3.2,-222,-284,0,3,258,258,38.93650984764099,38.93658638000488,38.93992590904236,38.95031237602234,39.089919567108154,39.089919567108154,39.089919567108154,39.089919567108154,39.089919567108154,39.089919567108154,39.089919567108154,41.802316665649414,3,2.837505578994751,None,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
4,4,0,critical,hdw,20.0,2.1,lower,133.0,57.0,78.0,78.0,57.0,133.0,3,2.0659732818603516,None,,,,,0,0,0,0,0,4,4,22,41.818108797073364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,78.0,78.0,57.0,133.0,2.1,2.11,-164,283,0,258,202,-268,41.80380415916443,41.80388140678406,41.80782151222229,41.818108797073364,41.97088146209717,41.97088146209717,41.97088146209717,41.97088146209717,41.97088146209717,41.97088146209717,41.97088146209717,43.89208745956421,3,2.0659732818603516,None,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
5,5,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,1.9569664001464844,None,,,,,0,0,0,0,0,5,5,198,43.91069054603577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.77986920431752,61.57409447277418,102.32762432403659,89.26796938975993,152.7049079502065,152.7049079502065,1.0,1.1,-651,266,-480,280,-263,275,43.89384078979492,43.893917083740234,43.89667320251465,43.91069054603577,44.0523464679718,44.0523464679718,44.0523464679718,44.0523464679718,44.0523464679718,44.0523464679718,44.0523464679718,45.87802195549011,3,1.9569664001464844,None,,,,,,,,,,,,,,,,,,121,4,2025-02-25_16h33.52.610,comp,2024.2.4,57.934216142225516,2025-02-25 16h34.33.348892 -0500,
