thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014810800552368164,0.08832168579101562,0.08832168579101562,0.08832168579101562,0.014615297317504883,79.99427342414856,1,[79.90364289283752],[79.9036636352539],0,,,[-77.0],[-507.0],[1],[0],[0],[79.96242785453796],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99481272697449,79.99487900733948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99492287635803,80.00914978981018,82.00979590415955,81.99406409263611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,82.00979590415955,,,,,,,,,,,,,,,,,,,,,,,,,,,81.99502778053284,82.00979590415955,82.00979590415955,83.49824118614197,85.87917590141296,space,2.372506618499756,None,85.87932467460632,85.89822340011597,85.89822340011597,87.39345169067383,92.36469554901123,space,4.964207649230957,None,92.36484789848328,92.40726327896118,92.40726327896118,92.40726327896118,92.40726327896118,92.40726327896118,92.40726327896118,92.40726327896118,92.40726327896118,92.40726327896118,93.8787453174591,99.95516800880432,space,6.054794788360596,None,99.95532941818237,99.97362041473389,99.97362041473389,99.97362041473389,101.46656560897827,109.10155367851257,space,7.627315521240234,None,109.1017062664032,109.11771059036255,109.11771059036255,110.60087013244629,111.65382671356201,space,1.0449159145355225,None,111.65402412414551,111.66609025001526,111.66609025001526,113.25395226478577,space,1.5712008476257324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
0,0,0,critical,whd,35.0,1.0,upper,125.0,200.0,200.0,125.0,127.0,127.0,2,10.630890846252441,None,,,,,0,0,0,0,0,0,0,85,113.43033790588379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,127.0,127.0,1.0,1.2,-258,-9,0,-17,222,-3,113.41284418106079,113.41290307044983,113.41502690315247,113.43033790588379,113.57889771461487,113.57889771461487,113.57889771461487,113.57889771461487,113.57889771461487,113.57889771461487,113.57889771461487,124.07402038574219,2,10.630890846252441,None,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
1,1,0,critical,whd,35.0,2.1,lower,57.0,133.0,133.0,57.0,70.0,70.0,2,4.884039640426636,None,,,,,0,0,0,0,0,1,1,36,124.08909678459167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,133.0,57.0,70.0,70.0,2.1,2.11,-191,286,0,270,160,-253,124.07557153701782,124.0756471157074,124.07871890068054,124.08909678459167,124.22688221931458,124.22688221931458,124.22688221931458,124.22688221931458,124.22688221931458,124.22688221931458,124.22688221931458,128.991712808609,2,4.884039640426636,None,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
2,2,0,critical,hwd,35.0,4.0,lower,133.0,57.0,57.0,133.0,70.0,70.0,1,3.978872060775757,None,,,,,0,0,0,0,0,2,2,100,129.01099848747253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,70.0,70.0,4.0,4.1,-191,-289,0,-15,198,-289,128.99321103096008,128.99328756332397,128.99656128883362,129.01099848747253,129.16059184074402,129.16059184074402,129.16059184074402,129.16059184074402,129.16059184074402,129.16059184074402,129.16059184074402,132.99547338485718,1,3.978872060775757,None,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
3,3,0,critical,whd,20.0,3.0,lower,57.0,133.0,133.0,57.0,78.0,78.0,1,4.508322477340698,None,,,,,0,0,0,0,0,3,3,92,133.01124143600464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,133.0,57.0,78.0,78.0,3.0,3.2,-191,-261,0,1,164,253,132.99715566635132,132.99723649024963,133.0005488395691,133.01124143600464,133.16948533058167,133.16948533058167,133.16948533058167,133.16948533058167,133.16948533058167,133.16948533058167,133.16948533058167,137.53049683570862,1,4.508322477340698,None,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
4,4,0,critical,hwd,20.0,1.0,lower,133.0,57.0,57.0,133.0,78.0,78.0,1,1.970949649810791,None,,,,,0,0,0,0,0,4,4,102,137.5467882156372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,78.0,78.0,1.0,1.2,-191,13,0,18,202,-9,137.53215789794922,137.53227615356445,137.53591895103455,137.5467882156372,137.69486737251282,137.69486737251282,137.69486737251282,137.69486737251282,137.69486737251282,137.69486737251282,137.69486737251282,139.52132320404053,1,1.970949649810791,None,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
5,5,0,critical,hdw,35.0,4.0,lower,133.0,57.0,70.0,70.0,57.0,133.0,3,2.9408469200134277,None,,,,,0,0,0,0,0,5,5,112,139.53662633895874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,70.0,70.0,57.0,133.0,4.0,4.1,-160,-280,0,-8,198,-263,139.52286744117737,139.52294445037842,139.5258812904358,139.53662633895874,139.67776346206665,139.67776346206665,139.67776346206665,139.67776346206665,139.67776346206665,139.67776346206665,139.67776346206665,142.49512577056885,3,2.9408469200134277,None,,,,,,,,,,,,,,,,,,192,6,2025-03-05_11h05.38.761,comp,2024.2.4,None,2025-03-05 11h05.51.723986 -0500,
