thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015918254852294922,0.04359698295593262,0.04359698295593262,0.04359698295593262,0.015443086624145508,9.712642431259155,1,[9.667858362197876],[9.667868614196777],0,,,[-69.0],[-529.0],[1],[0],[0],[9.695409774780273],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.712904453277588,9.712937355041504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.712958812713623,9.726468086242676,11.719541549682617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,11.735962867736816,,,,,,,,,,,,,,,,,,,,,,,,,,11.720085382461548,11.735962867736816,11.735962867736816,13.219162702560425,15.853701114654541,space,2.6251440048217773,None,15.853774309158325,15.869741916656494,15.869741916656494,17.369661808013916,28.287137746810913,space,10.916290760040283,None,28.287232875823975,28.309280395507812,28.309280395507812,28.309280395507812,28.309280395507812,28.309280395507812,28.309280395507812,28.309280395507812,28.309280395507812,28.309280395507812,29.80278182029724,32.40410232543945,space,2.593390703201294,None,32.40418791770935,32.41985106468201,32.41985106468201,32.41985106468201,33.91910123825073,38.88711142539978,space,4.9560863971710205,None,38.887192487716675,38.90239977836609,38.90239977836609,40.40224599838257,40.736775159835815,space,0.3214864730834961,None,40.736886978149414,40.75227880477905,40.75227880477905,41.7033588886261,space,0.9387595653533936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
0,0,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,3.560698986053467,None,,,,,0,0,0,0,0,0,0,179,41.76293087005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.76735120519803,72.6285518181932,138.25832839793264,138.25832839793264,101.33811452754257,99.16863190630579,2.1,2.12,-201,-279,0,-270,215,250,41.74942660331726,41.74947452545166,41.75149917602539,41.76293087005615,41.90935802459717,41.90935802459717,41.90935802459717,41.90935802459717,41.90935802459717,41.90935802459717,41.90935802459717,45.3367965221405,2,3.560698986053467,None,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
1,1,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,1.2190501689910889,None,,,,,0,0,0,0,0,1,1,160,45.35218858718872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.10020080225536,181.31331409526416,107.43937012035599,125.3726803029759,122.33091352745437,75.40468986629477,4.0,4.1,-249,-262,0,20,196,-254,45.3377149105072,45.337756633758545,45.34020948410034,45.35218858718872,45.50249886512756,45.50249886512756,45.50249886512756,45.50249886512756,45.50249886512756,45.50249886512756,45.50249886512756,46.586854457855225,1,1.2190501689910889,None,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
2,2,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,0.9529170989990234,None,,,,,0,0,0,0,0,2,2,183,46.60233736038208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.35056543818274,153.35056543818274,98.30708448959179,89.0298606005687,57.72208182222495,107.64035431565918,2.1,2.11,-217,271,0,262,194,-290,46.58779954910278,46.58784103393555,46.590332984924316,46.60233736038208,46.75246047973633,46.75246047973633,46.75246047973633,46.75246047973633,46.75246047973633,46.75246047973633,46.75246047973633,47.570080041885376,1,0.9529170989990234,None,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
3,3,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,0.8894565105438232,None,,,,,0,0,0,0,0,3,3,199,47.58554673194885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.68806774067116,107.59777195061335,66.92357930592614,114.99999472226976,181.83156933445628,181.83156933445628,2.2,2.21,-207,-269,0,281,244,268,47.57105851173401,47.571099281311035,47.57367420196533,47.58554673194885,47.735992193222046,47.735992193222046,47.735992193222046,47.735992193222046,47.735992193222046,47.735992193222046,47.735992193222046,48.486713886260986,3,0.8894565105438232,None,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
4,4,0,critical,dhw,35.0,2.1,lower,70.0,70.0,133.0,57.0,57.0,133.0,3,1.7578074932098389,None,,,,,0,0,0,0,0,4,4,0,48.50244760513306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,133.0,57.0,57.0,133.0,2.1,2.11,-160,260,0,287,191,-268,48.487518548965454,48.487560987472534,48.4900107383728,48.50244760513306,48.65237736701965,48.65237736701965,48.65237736701965,48.65237736701965,48.65237736701965,48.65237736701965,48.65237736701965,50.2701370716095,3,1.7578074932098389,None,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
5,5,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,1.1338276863098145,None,,,,,0,0,0,0,0,5,5,187,50.285889625549316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.50355724646292,76.66789224114359,147.6003843858593,147.6003843858593,125.28826284555696,139.71823855568707,2.2,2.22,-208,282,0,-289,240,-267,50.27114415168762,50.271186113357544,50.273417234420776,50.285889625549316,50.43572449684143,50.43572449684143,50.43572449684143,50.43572449684143,50.43572449684143,50.43572449684143,50.43572449684143,51.436861515045166,2,1.1338276863098145,None,,,,,,,,,,,,,,,,,,174,3,2025-03-03_12h54.29.313,comp,2024.2.4,60.03148776843323,2025-03-03 12h54.37.567115 -0500,
