thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02069544792175293,0.03562164306640625,0.03562164306640625,0.03562164306640625,0.020498275756835938,10.751464128494263,1,[10.713661432266235],[10.713683605194092],0,,,[-76.0],[-522.0],[1],[0],[0],[10.730363130569458],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.751998662948608,10.752088069915771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.752133846282959,10.765127182006836,12.766115665435791,12.750131845474243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,12.766115665435791,,,,,,,,,,,,,,,,,,,,,,,,,,,12.751099824905396,12.766115665435791,12.766115665435791,14.249945878982544,15.301479816436768,space,1.0380337238311768,None,15.301625728607178,15.31679081916809,15.31679081916809,16.815252542495728,20.56990623474121,space,3.7523651123046875,None,20.570056200027466,20.59971857070923,20.59971857070923,20.59971857070923,20.59971857070923,20.59971857070923,20.59971857070923,20.59971857070923,20.59971857070923,20.59971857070923,22.087098121643066,25.05725336074829,space,2.9529271125793457,None,25.057458877563477,25.072324514389038,25.072324514389038,25.072324514389038,26.57042932510376,31.44009518623352,space,4.8535380363464355,None,31.4402916431427,31.455355644226074,31.455355644226074,32.95424175262451,35.38954973220825,space,2.4215357303619385,None,35.38974976539612,35.40543556213379,35.40543556213379,38.59207844734192,space,3.178863048553467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
0,0,0,critical,wdh,35.0,1.0,upper,125.0,200.0,127.0,127.0,200.0,125.0,3,2.5658371448516846,None,,,,,0,0,0,0,0,0,0,73,38.66660189628601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,127.0,127.0,200.0,125.0,1.0,1.2,-260,2,0,6,222,-2,38.65024948120117,38.65028166770935,38.65142750740051,38.66660189628601,38.81574821472168,38.81574821472168,38.81574821472168,38.81574821472168,38.81574821472168,38.81574821472168,38.81574821472168,41.240193605422974,3,2.5658371448516846,None,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
1,1,0,critical,hwd,35.0,3.0,lower,133.0,57.0,57.0,133.0,70.0,70.0,2,3.3669769763946533,None,,,,,0,0,0,0,0,1,1,98,41.25749182701111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,70.0,70.0,3.0,3.1,-191,259,0,-2,198,-268,41.24160432815552,41.24166655540466,41.244457483291626,41.25749182701111,41.392698764801025,41.392698764801025,41.392698764801025,41.392698764801025,41.392698764801025,41.392698764801025,41.392698764801025,44.6333692073822,2,3.3669769763946533,None,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
2,2,0,critical,whd,20.0,1.0,upper,125.0,200.0,200.0,125.0,141.0,141.0,1,4.970656156539917,None,,,,,0,0,0,0,0,2,2,91,44.65360951423645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,141.0,141.0,1.0,1.3,222,-268,480,-274,709,-254,44.63483262062073,44.6349093914032,44.6378014087677,44.65360951423645,44.79462170600891,44.79462170600891,44.79462170600891,44.79462170600891,44.79462170600891,44.79462170600891,44.79462170600891,49.626723527908325,1,4.970656156539917,None,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
3,3,0,critical,dwh,35.0,1.0,upper,127.0,127.0,125.0,200.0,200.0,125.0,2,2.831090211868286,None,,,,,0,0,0,0,0,3,3,61,49.642648458480835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,127.0,125.0,200.0,200.0,125.0,1.0,1.2,-260,-1,0,7,258,-5,49.62815809249878,49.62825870513916,49.631041526794434,49.642648458480835,49.78164052963257,49.78164052963257,49.78164052963257,49.78164052963257,49.78164052963257,49.78164052963257,49.78164052963257,52.48148703575134,2,2.831090211868286,None,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
4,4,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,2.353876829147339,None,,,,,0,0,0,0,0,4,4,133,52.50245690345764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.96101094969336,160.9558433066453,131.5938089833353,59.911000658834446,96.4206294650399,139.62928888953576,3.0,3.2,-206,-279,0,17,196,252,52.483261823654175,52.48334074020386,52.4862277507782,52.50245690345764,52.65435552597046,52.65435552597046,52.65435552597046,52.65435552597046,52.65435552597046,52.65435552597046,52.65435552597046,54.86403560638428,3,2.353876829147339,None,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
5,5,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,1.3771071434020996,None,,,,,0,0,0,0,0,5,5,192,54.87987804412842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.39313788315363,187.39313788315363,136.43737507930405,123.3703896415444,138.7416737282051,99.25590621724952,2.2,2.22,-251,283,0,-268,207,-283,54.86576318740845,54.86583876609802,54.86910104751587,54.87987804412842,55.03325390815735,55.03325390815735,55.03325390815735,55.03325390815735,55.03325390815735,55.03325390815735,55.03325390815735,56.26280474662781,1,1.3771071434020996,None,,,,,,,,,,,,,,,,,,148,1,2025-02-27_14h51.11.275,comp,2024.2.4,None,2025-02-27 14h51.23.262702 -0500,
