thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01572871208190918,0.04227948188781738,0.04227948188781738,0.04227948188781738,0.01540374755859375,85.63570237159729,1,[85.59221935272217],[85.59223175048828],0,,,[-77.0],[-512.0],[1],[0],[0],[85.61941814422607],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.63595962524414,85.63599300384521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.63601589202881,85.64935684204102,87.6501977443695,87.63381624221802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,87.6501977443695,,,,,,,,,,,,,,,,,,,,,,,,,,,87.63437032699585,87.6501977443695,87.6501977443695,89.1503734588623,91.00146865844727,space,1.8361761569976807,None,91.0015504360199,91.01698112487793,91.01698112487793,92.51682829856873,103.25308728218079,space,10.7275230884552,None,103.25317406654358,103.279855966568,103.279855966568,103.279855966568,103.279855966568,103.279855966568,103.279855966568,103.279855966568,103.279855966568,103.279855966568,104.75403189659119,114.77123785018921,space,9.996490955352783,None,114.77132081985474,114.78959774971008,114.78959774971008,114.78959774971008,116.28493523597717,123.58430171012878,space,7.2852795124053955,None,123.58438754081726,123.59998488426208,123.59998488426208,125.09980964660645,129.53427243232727,space,4.41685938835144,None,129.53438353538513,129.54990100860596,129.54990100860596,132.56729197502136,space,3.004579544067383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
0,0,0,critical,dhw,20.0,2.1,lower,78.0,78.0,133.0,57.0,57.0,133.0,2,12.24014163017273,None,,,,,0,0,0,0,0,0,0,26,132.62652611732483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,78.0,133.0,57.0,57.0,133.0,2.1,2.12,-164,-266,0,-276,191,264,132.61299324035645,132.61303782463074,132.61505722999573,132.62652611732483,132.76987195014954,132.76987195014954,132.76987195014954,132.76987195014954,132.76987195014954,132.76987195014954,132.76987195014954,144.88425517082214,2,12.24014163017273,None,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
1,1,0,critical,dwh,20.0,2.1,lower,78.0,78.0,57.0,133.0,133.0,57.0,3,10.559152364730835,None,,,,,0,0,0,0,0,1,1,6,144.8996183872223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,78.0,57.0,133.0,133.0,57.0,2.1,2.12,-202,-252,0,-260,191,253,144.8850872516632,144.88512659072876,144.88768911361694,144.8996183872223,145.0499210357666,145.0499210357666,145.0499210357666,145.0499210357666,145.0499210357666,145.0499210357666,145.0499210357666,155.46741652488708,3,10.559152364730835,None,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
2,2,0,critical,dhw,35.0,4.0,upper,127.0,127.0,200.0,125.0,125.0,200.0,3,8.465410232543945,None,,,,,0,0,0,0,0,2,2,53,155.4831235408783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,127.0,200.0,125.0,125.0,200.0,4.0,4.2,-222,-18,0,-285,258,-7,155.4682309627533,155.4682698249817,155.47056937217712,155.4831235408783,155.63321256637573,155.63321256637573,155.63321256637573,155.63321256637573,155.63321256637573,155.63321256637573,155.63321256637573,163.95133900642395,3,8.465410232543945,None,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
3,3,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,3.4354214668273926,None,,,,,0,0,0,0,0,3,3,205,163.96646285057068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.16357315011984,80.55829272923633,60.48792133982522,92.95731241052039,101.04610967877086,101.04610967877086,2.2,2.22,-183,287,0,-262,193,-287,163.95234751701355,163.9523890018463,163.9548852443695,163.96646285057068,164.1162347793579,164.1162347793579,164.1162347793579,164.1162347793579,164.1162347793579,164.1162347793579,164.1162347793579,167.41734886169434,3,3.4354214668273926,None,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
4,4,0,catch,None,None,None,None,None,None,None,None,None,None,2,2.768986701965332,None,,,,,0,0,0,0,0,4,4,126,167.43285489082336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,89,128,197,75,115,2.1,2.11,-239,281,0,285,252,-250,167.41841411590576,167.4184696674347,167.42078113555908,167.43285489082336,167.58302688598633,167.58302688598633,167.58302688598633,167.58302688598633,167.58302688598633,167.58302688598633,167.58302688598633,170.21777367591858,2,2.768986701965332,None,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
5,5,0,critical,whd,20.0,1.0,upper,125.0,200.0,200.0,125.0,141.0,141.0,2,5.145686864852905,None,,,,,0,0,0,0,0,5,5,91,170.23288130760193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,141.0,141.0,1.0,1.2,-258,-14,0,5,229,11,170.21856713294983,170.21860790252686,170.22071886062622,170.23288130760193,170.3831799030304,170.3831799030304,170.3831799030304,170.3831799030304,170.3831799030304,170.3831799030304,170.3831799030304,175.3842740058899,2,5.145686864852905,None,,,,,,,,,,,,,,,,,,177,3,2025-03-03_14h58.05.497,comp,2024.2.4,60.837094883904435,2025-03-03 14h58.19.485857 -0500,
