thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014812469482421875,0.036432504653930664,0.036432504653930664,0.036432504653930664,0.014616727828979492,69.99022221565247,1,[69.9517617225647],[69.95178079605103],0,,,[-82.0],[-501.0],[1],[0],[0],[69.97484993934631],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.99071073532104,69.99076724052429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.99080514907837,70.00547981262207,72.00908732414246,71.99067401885986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,72.00908732414246,,,,,,,,,,,,,,,,,,,,,,,,,,,71.99151945114136,72.00908732414246,72.00908732414246,73.49307131767273,77.44595074653625,space,3.943128824234009,None,77.4460916519165,77.462486743927,77.462486743927,78.9469244480133,84.38148403167725,space,5.425753831863403,None,84.38163423538208,84.41314721107483,84.41314721107483,84.41314721107483,84.41314721107483,84.41314721107483,84.41314721107483,84.41314721107483,84.41314721107483,84.41314721107483,85.8871169090271,93.38556504249573,space,7.493585824966431,None,93.38572287559509,93.40667700767517,93.40667700767517,93.40667700767517,94.89972376823425,108.92325186729431,space,14.008622646331787,None,108.92340636253357,108.93863821029663,108.93863821029663,110.43802404403687,112.32518410682678,space,1.8701446056365967,None,112.32537603378296,112.33655524253845,112.33655524253845,113.92598581314087,space,1.580228328704834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
0,0,0,critical,hdw,20.0,1.0,upper,200.0,125.0,141.0,141.0,125.0,200.0,3,8.18672800064087,None,,,,,0,0,0,0,0,0,0,115,114.00207352638245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,141.0,141.0,125.0,200.0,1.0,1.1,-709,278,-480,253,-214,278,113.98564720153809,113.98568606376648,113.98711037635803,114.00207352638245,114.14985203742981,114.14985203742981,114.14985203742981,114.14985203742981,114.14985203742981,114.14985203742981,114.14985203742981,122.19440603256226,3,8.18672800064087,None,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
1,1,0,critical,wdh,20.0,3.0,lower,57.0,133.0,78.0,78.0,133.0,57.0,3,7.265700101852417,None,,,,,0,0,0,0,0,1,1,80,122.21057510375977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,78.0,78.0,133.0,57.0,3.0,3.1,-202,267,0,8,164,-267,122.19593620300293,122.19601321220398,122.19948196411133,122.21057510375977,122.35964226722717,122.35964226722717,122.35964226722717,122.35964226722717,122.35964226722717,122.35964226722717,122.35964226722717,129.48010540008545,3,7.265700101852417,None,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
2,2,0,catch,None,None,None,None,None,None,None,None,None,None,1,2.123242139816284,None,,,,,0,0,0,0,0,2,2,125,129.49704670906067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,189,124,66,120,70,4.0,4.1,-224,-272,0,9,164,-282,129.48198866844177,129.48206400871277,129.48618912696838,129.49704670906067,129.6453514099121,129.6453514099121,129.6453514099121,129.6453514099121,129.6453514099121,129.6453514099121,129.6453514099121,131.63308668136597,1,2.123242139816284,None,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
3,3,0,critical,hdw,35.0,1.0,upper,200.0,125.0,127.0,127.0,125.0,200.0,3,6.39241886138916,None,,,,,0,0,0,0,0,3,3,109,131.65214490890503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,127.0,127.0,125.0,200.0,1.0,1.2,-222,-9,0,0,260,11,131.6346414089203,131.6347141265869,131.638090133667,131.65214490890503,131.79915595054626,131.79915595054626,131.79915595054626,131.79915595054626,131.79915595054626,131.79915595054626,131.79915595054626,138.05175805091858,3,6.39241886138916,None,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
4,4,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,2.459423065185547,None,,,,,0,0,0,0,0,4,4,141,138.07290029525757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.4894665372526,198.4426788535288,125.71266650953707,92.61265801357459,179.6650962732614,148.61557724201867,1.0,1.3,238,-270,480,-272,697,-279,138.05352425575256,138.05360674858093,138.05704522132874,138.07290029525757,138.21582674980164,138.21582674980164,138.21582674980164,138.21582674980164,138.21582674980164,138.21582674980164,138.21582674980164,140.5503749847412,1,2.459423065185547,None,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
5,5,0,critical,hwd,35.0,2.1,upper,200.0,125.0,125.0,200.0,127.0,127.0,2,2.3220653533935547,None,,,,,0,0,0,0,0,5,5,17,140.57034754753113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,125.0,200.0,127.0,127.0,2.1,2.12,-258,-251,0,-286,260,284,140.55187964439392,140.55195116996765,140.55509424209595,140.57034754753113,140.7161819934845,140.7161819934845,140.7161819934845,140.7161819934845,140.7161819934845,140.7161819934845,140.7161819934845,142.902272939682,2,2.3220653533935547,None,,,,,,,,,,,,,,,,,,55,2,2025-02-19_15h53.57.881,comp,2024.2.4,57.366083701362385,2025-02-19 15h54.10.971989 -0500,
