thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014962911605834961,0.036330223083496094,0.036330223083496094,0.036330223083496094,0.014737129211425781,6.728943347930908,1,[6.690462827682495],[6.69048547744751],0,,,[-76.0],[-499.0],[1],[0],[0],[6.713428258895874],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.729410171508789,6.729475498199463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.729519605636597,6.744509220123291,8.747941970825195,8.727640390396118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,8.747941970825195,,,,,,,,,,,,,,,,,,,,,,,,,,,8.728517770767212,8.747941970825195,8.747941970825195,10.244772672653198,11.812685012817383,space,1.5500550270080566,None,11.812866449356079,11.828141689300537,11.828141689300537,13.313458681106567,16.55026078224182,space,3.217575788497925,None,16.550410509109497,16.58449149131775,16.58449149131775,16.58449149131775,16.58449149131775,16.58449149131775,16.58449149131775,16.58449149131775,16.58449149131775,16.58449149131775,18.066286087036133,22.778825044631958,space,4.696614742279053,None,22.77899932861328,22.798186540603638,22.798186540603638,22.798186540603638,24.283429622650146,27.801637172698975,space,3.5120770931243896,None,27.801825046539307,27.820642232894897,27.820642232894897,29.315879344940186,29.385417461395264,space,0.06354665756225586,None,29.38561463356018,29.398756980895996,29.398756980895996,30.085405349731445,space,0.6759297847747803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
0,0,0,critical,wdh,20.0,2.1,upper,125.0,200.0,141.0,141.0,200.0,125.0,3,7.581692695617676,None,,,,,0,0,0,0,0,0,0,11,30.165557861328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,141.0,141.0,200.0,125.0,2.1,2.11,-266,251,0,270,229,-272,30.14822220802307,30.148256540298462,30.14958119392395,30.165557861328125,30.311668157577515,30.311668157577515,30.311668157577515,30.311668157577515,30.311668157577515,30.311668157577515,30.311668157577515,37.75766372680664,3,7.581692695617676,None,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
1,1,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,1.696899652481079,None,,,,,0,0,0,0,0,1,1,149,37.7783100605011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.19626819478034,129.42824067098886,132.20965108204027,199.63991712646902,69.92591919429661,178.8928760561339,3.0,3.2,-261,-252,0,3,285,256,37.75944209098816,37.759528398513794,37.76259636878967,37.7783100605011,37.92105841636658,37.92105841636658,37.92105841636658,37.92105841636658,37.92105841636658,37.92105841636658,37.92105841636658,39.489359617233276,2,1.696899652481079,None,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
2,2,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,3.7221062183380127,None,,,,,0,0,0,0,0,2,2,163,39.50479078292847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0256520577768,156.91425908574547,177.18466881664415,145.54465198599712,188.97421865143244,83.01733386667064,2.1,2.11,-247,265,0,267,210,-280,39.491066217422485,39.49115705490112,39.49430799484253,39.50479078292847,39.65903401374817,39.65903401374817,39.65903401374817,39.65903401374817,39.65903401374817,39.65903401374817,39.65903401374817,43.23989701271057,2,3.7221062183380127,None,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
3,3,0,critical,hwd,20.0,4.0,upper,200.0,125.0,125.0,200.0,141.0,141.0,1,7.435195684432983,None,,,,,0,0,0,0,0,3,3,107,43.25577473640442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,125.0,200.0,141.0,141.0,4.0,4.1,-258,-264,0,-10,266,-271,43.24143147468567,43.24151372909546,43.24447202682495,43.25577473640442,43.41385102272034,43.41385102272034,43.41385102272034,43.41385102272034,43.41385102272034,43.41385102272034,43.41385102272034,50.69497489929199,1,7.435195684432983,None,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
4,4,0,critical,hwd,35.0,4.0,lower,133.0,57.0,57.0,133.0,70.0,70.0,2,3.0414412021636963,None,,,,,0,0,0,0,0,4,4,100,50.71375036239624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,70.0,70.0,4.0,4.1,-191,-252,0,-7,198,-261,50.69659423828125,50.696677684783936,50.69995403289795,50.71375036239624,50.86720585823059,50.86720585823059,50.86720585823059,50.86720585823059,50.86720585823059,50.86720585823059,50.86720585823059,53.759363412857056,2,3.0414412021636963,None,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
5,5,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,2.619103193283081,None,,,,,0,0,0,0,0,5,5,142,53.775768995285034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0426862706152,169.4719526379503,139.2749695156641,169.70950326215706,196.5366564341791,76.81666443688432,3.0,3.2,-266,-268,0,17,219,266,53.76101231575012,53.76109528541565,53.76500868797302,53.775768995285034,53.92690944671631,53.92690944671631,53.92690944671631,53.92690944671631,53.92690944671631,53.92690944671631,53.92690944671631,56.410600662231445,1,2.619103193283081,None,,,,,,,,,,,,,,,,,,85,4,2025-02-21_14h58.47.699,comp,2024.2.4,58.08376251362321,2025-02-21 14h59.00.644594 -0500,
