thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01477813720703125,0.038909912109375,0.038909912109375,0.038909912109375,0.014559268951416016,75.52257966995239,1,[75.48130965232849],[75.48135209083557],0,,,[-65.0],[-496.0],[1],[0],[0],[75.50724959373474],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.52309846878052,75.52316498756409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.52320957183838,75.53622674942017,77.53722548484802,77.52018165588379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,77.53722548484802,,,,,,,,,,,,,,,,,,,,,,,,,,,77.52162718772888,77.53722548484802,77.53722548484802,79.03897905349731,81.42595839500427,space,2.3748037815093994,None,81.4261040687561,81.44382309913635,81.44382309913635,82.93689036369324,90.82721519470215,space,7.885155916213989,None,90.82739591598511,90.85516476631165,90.85516476631165,90.85516476631165,90.85516476631165,90.85516476631165,90.85516476631165,90.85516476631165,90.85516476631165,90.85516476631165,92.33020043373108,97.80641388893127,space,5.459332466125488,None,97.80657267570496,97.827476978302,97.827476978302,97.827476978302,99.30990791320801,103.19814658164978,space,3.8801801204681396,None,103.19832682609558,103.21358394622803,103.21358394622803,104.71311259269714,105.09658074378967,space,0.380932092666626,None,105.09677290916443,105.11235976219177,105.11235976219177,106.23061299324036,space,1.1012396812438965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
0,0,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,7.655779123306274,None,,,,,0,0,0,0,0,0,0,185,106.3101019859314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.42917804967197,59.11562837979138,68.78131912483568,74.15416285562861,77.74428868348807,77.74428868348807,3.0,3.2,-163,-279,0,-17,172,253,106.29343295097351,106.29351210594177,106.2951238155365,106.3101019859314,106.45655226707458,106.45655226707458,106.45655226707458,106.45655226707458,106.45655226707458,106.45655226707458,106.45655226707458,113.98373436927795,2,7.655779123306274,None,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
1,1,0,critical,wdh,20.0,4.0,upper,125.0,200.0,141.0,141.0,200.0,125.0,1,3.0684001445770264,None,,,,,0,0,0,0,0,1,1,83,114.0012481212616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,141.0,141.0,200.0,125.0,4.0,4.2,-266,-5,0,-269,229,-19,113.9852864742279,113.9853663444519,113.98864340782166,114.0012481212616,114.15774369239807,114.15774369239807,114.15774369239807,114.15774369239807,114.15774369239807,114.15774369239807,114.15774369239807,117.08692574501038,1,3.0684001445770264,None,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
2,2,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,1.9187829494476318,None,,,,,0,0,0,0,0,2,2,194,117.1028151512146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.37459450856772,74.37459450856772,62.36270914130721,60.956114542122954,70.69683380258557,58.31194634377865,3.0,3.1,-164,284,0,6,156,-281,117.08888673782349,117.08896946907043,117.09214735031128,117.1028151512146,117.24436116218567,117.24436116218567,117.24436116218567,117.24436116218567,117.24436116218567,117.24436116218567,117.24436116218567,119.03856635093689,3,1.9187829494476318,None,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
3,3,0,critical,dwh,35.0,2.1,lower,70.0,70.0,57.0,133.0,133.0,57.0,2,2.823073387145996,None,,,,,0,0,0,0,0,3,3,28,119.05650901794434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,57.0,133.0,133.0,57.0,2.1,2.12,-198,-256,0,-266,191,254,119.04048442840576,119.04065942764282,119.04378509521484,119.05650901794434,119.2015597820282,119.2015597820282,119.2015597820282,119.2015597820282,119.2015597820282,119.2015597820282,119.2015597820282,121.8874340057373,2,2.823073387145996,None,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
4,4,0,critical,whd,20.0,3.0,lower,57.0,133.0,133.0,57.0,78.0,78.0,1,5.1535515785217285,None,,,,,0,0,0,0,0,4,4,92,121.90846943855286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,133.0,57.0,78.0,78.0,3.0,3.1,-191,278,0,-12,164,-275,121.8889491558075,121.88903045654297,121.89207053184509,121.90846943855286,122.05413031578064,122.05413031578064,122.05413031578064,122.05413031578064,122.05413031578064,122.05413031578064,122.05413031578064,127.07343769073486,1,5.1535515785217285,None,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
5,5,0,catch,None,None,None,None,None,None,None,None,None,None,3,2.117307662963867,None,,,,,0,0,0,0,0,5,5,124,127.08834433555603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,86,112,78,148,177,2.1,2.11,-178,258,0,271,224,-250,127.0756266117096,127.07571387290955,127.0786771774292,127.08834433555603,127.23716282844543,127.23716282844543,127.23716282844543,127.23716282844543,127.23716282844543,127.23716282844543,127.23716282844543,129.22195982933044,3,2.117307662963867,None,,,,,,,,,,,,,,,,,,146,2,2025-02-27_13h25.47.488,comp,2024.2.4,57.42373150532644,2025-02-27 13h25.58.814294 -0500,
