thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015231132507324219,0.04136538505554199,0.04136538505554199,0.04136538505554199,0.014657735824584961,46.864474058151245,1,[46.821195125579834],[46.82120895385742],0,,,[-59.0],[-494.0],[1],[0],[0],[46.84867978096008],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.864800453186035,46.86484384536743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.86487293243408,46.878758668899536,48.88082528114319,48.86410403251648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,48.88082528114319,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86466670036316,48.88082528114319,48.88082528114319,50.364012479782104,52.14876580238342,space,1.7687790393829346,None,52.148844957351685,52.16420078277588,52.16420078277588,53.66401171684265,55.86557340621948,space,2.1998636722564697,None,55.8656587600708,55.88750720024109,55.88750720024109,55.88750720024109,55.88750720024109,55.88750720024109,55.88750720024109,55.88750720024109,55.88750720024109,55.88750720024109,57.381126403808594,61.29905366897583,space,3.904438018798828,None,61.29915475845337,61.314311265945435,61.314311265945435,61.314311265945435,62.81401252746582,65.26512598991394,space,2.438600540161133,None,65.26522588729858,65.28071880340576,65.28071880340576,66.78077983856201,68.44839453697205,space,1.6500327587127686,None,68.44850873947144,68.46394729614258,68.46394729614258,69.83162212371826,space,1.3580560684204102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
0,0,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,2.0032260417938232,None,,,,,0,0,0,0,0,0,0,170,69.89128279685974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.82760841706985,79.00870949762395,105.00577581183745,121.66410373526988,161.74790673685408,161.74790673685408,4.0,4.1,-196,-280,0,19,238,-288,69.87735271453857,69.8773992061615,69.87937068939209,69.89128279685974,70.03774499893188,70.03774499893188,70.03774499893188,70.03774499893188,70.03774499893188,70.03774499893188,70.03774499893188,71.89867568016052,3,2.0032260417938232,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
1,1,0,critical,dhw,35.0,1.0,upper,127.0,127.0,200.0,125.0,125.0,200.0,3,4.9866626262664795,None,,,,,0,0,0,0,0,1,1,49,71.91404581069946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,127.0,200.0,125.0,125.0,200.0,1.0,1.2,-222,-20,0,9,258,14,71.89946055412292,71.89950394630432,71.90156078338623,71.91404581069946,72.06430768966675,72.06430768966675,72.06430768966675,72.06430768966675,72.06430768966675,72.06430768966675,72.06430768966675,76.91522455215454,3,4.9866626262664795,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
2,2,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,2.074941873550415,None,,,,,0,0,0,0,0,2,2,146,76.93045258522034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.65270887819987,74.44364440454726,126.36314883843669,141.20538367728997,197.2674395174858,120.01305404882542,1.0,1.1,-684,282,-480,281,-253,277,76.91610622406006,76.91615915298462,76.91813659667969,76.93045258522034,77.08064603805542,77.08064603805542,77.08064603805542,77.08064603805542,77.08064603805542,77.08064603805542,77.08064603805542,79.01508617401123,3,2.074941873550415,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
3,3,0,catch,None,None,None,None,None,None,None,None,None,None,3,1.816237449645996,None,,,,,0,0,0,0,0,3,3,121,79.03079652786255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,83,106,84,136,189,3.0,3.1,-180,276,0,5,232,-254,79.01616072654724,79.01620268821716,79.01846408843994,79.03079652786255,79.18062543869019,79.18062543869019,79.18062543869019,79.18062543869019,79.18062543869019,79.18062543869019,79.18062543869019,80.84858274459839,3,1.816237449645996,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
4,4,0,catch,None,None,None,None,None,None,None,None,None,None,3,1.2531580924987793,None,,,,,0,0,0,0,0,4,4,123,80.86401891708374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,118,119,71,141,184,4.0,4.2,-190,-17,0,-253,224,3,80.84961605072021,80.84965777397156,80.85206770896912,80.86401891708374,81.01398396492004,81.01398396492004,81.01398396492004,81.01398396492004,81.01398396492004,81.01398396492004,81.01398396492004,82.13179445266724,3,1.2531580924987793,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
5,5,0,critical,hwd,20.0,1.0,lower,133.0,57.0,57.0,133.0,78.0,78.0,1,3.226102113723755,None,,,,,0,0,0,0,0,5,5,102,82.1471643447876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,78.0,78.0,1.0,1.2,-191,-3,0,-20,202,-5,82.13257193565369,82.13261151313782,82.13500428199768,82.1471643447876,82.29724335670471,82.29724335670471,82.29724335670471,82.29724335670471,82.29724335670471,82.29724335670471,82.29724335670471,85.38167142868042,1,3.226102113723755,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
6,6,0,catch,None,None,None,None,None,None,None,None,None,None,3,1.5033397674560547,None,,,,,0,0,0,0,0,6,6,129,85.39733743667603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,110,60,130,140,185,4.0,4.2,-216,17,0,-290,254,9,85.38274621963501,85.38278985023499,85.38532066345215,85.39733743667603,85.54730439186096,85.54730439186096,85.54730439186096,85.54730439186096,85.54730439186096,85.54730439186096,85.54730439186096,86.91515779495239,3,1.5033397674560547,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
7,7,0,critical,dwh,35.0,2.1,lower,70.0,70.0,57.0,133.0,133.0,57.0,3,2.538111448287964,None,,,,,0,0,0,0,0,7,7,28,86.93042874336243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,57.0,133.0,133.0,57.0,2.1,2.12,-198,-279,0,-270,191,278,86.9159643650055,86.91600561141968,86.91925835609436,86.93042874336243,87.08055377006531,87.08055377006531,87.08055377006531,87.08055377006531,87.08055377006531,87.08055377006531,87.08055377006531,89.48165774345398,3,2.538111448287964,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
8,8,0,critical,wdh,20.0,1.0,lower,57.0,133.0,78.0,78.0,133.0,57.0,1,2.9822962284088135,None,,,,,0,0,0,0,0,8,8,78,89.49696230888367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,78.0,78.0,133.0,57.0,1.0,1.1,-682,252,-480,284,-316,263,89.48245906829834,89.48249936103821,89.48493123054504,89.49696230888367,89.64728617668152,89.64728617668152,89.64728617668152,89.64728617668152,89.64728617668152,89.64728617668152,89.64728617668152,92.48172616958618,1,2.9822962284088135,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
9,9,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,2.924551486968994,None,,,,,0,0,0,0,0,9,9,142,92.4973783493042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.02135806845814,191.05138890839498,117.8155393074037,144.7281126645983,87.18738291330124,70.63982872066944,2.2,2.22,-264,259,0,-279,204,-289,92.48265385627747,92.48269414901733,92.48531341552734,92.4973783493042,92.64733362197876,92.64733362197876,92.64733362197876,92.64733362197876,92.64733362197876,92.64733362197876,92.64733362197876,95.43175029754639,1,2.924551486968994,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
10,10,0,critical,dhw,20.0,4.0,upper,141.0,141.0,200.0,125.0,125.0,200.0,3,4.405118465423584,None,,,,,0,0,0,0,0,10,10,59,95.44726395606995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,141.0,200.0,125.0,125.0,200.0,4.0,4.1,-229,-267,0,-6,258,-261,95.43266701698303,95.4327073097229,95.43521642684937,95.44726395606995,95.59734606742859,95.59734606742859,95.59734606742859,95.59734606742859,95.59734606742859,95.59734606742859,95.59734606742859,99.86512088775635,3,4.405118465423584,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
11,11,0,critical,hwd,20.0,2.1,lower,133.0,57.0,57.0,133.0,78.0,78.0,2,2.541334629058838,None,,,,,0,0,0,0,0,11,11,42,99.88038206100464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,78.0,78.0,2.1,2.12,-191,-256,0,-280,202,281,99.86592745780945,99.86597037315369,99.86919069290161,99.88038206100464,100.03059816360474,100.03059816360474,100.03059816360474,100.03059816360474,100.03059816360474,100.03059816360474,100.03059816360474,102.43167042732239,2,2.541334629058838,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
12,12,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,2.150190830230713,None,,,,,0,0,0,0,0,12,12,159,102.4472725391388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.99816200304858,91.55191496978901,94.56150070789012,116.48230854223354,96.0043520766207,87.34818800810356,3.0,3.1,-200,274,0,-5,198,-284,102.43259263038635,102.43263483047485,102.43497157096863,102.4472725391388,102.59722352027893,102.59722352027893,102.59722352027893,102.59722352027893,102.59722352027893,102.59722352027893,102.59722352027893,104.61487555503845,1,2.150190830230713,None,,,,,,,,,,,,,,,,,,43,3,2025-02-19_12h57.09.816,comp,2024.2.4,60.02830886720164,2025-02-19 12h57.23.673216 -0500,
