thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015700578689575195,0.04340648651123047,0.04340648651123047,0.04340648651123047,0.015133142471313477,36.73651909828186,1,[36.69174122810364],[36.69175171852112],0,,,[-96.0],[-508.0],[1],[0],[0],[36.71923041343689],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.73680400848389,36.73684048652649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.73686456680298,36.75017285346985,38.746315240859985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,38.76315259933472,,,,,,,,,,,,,,,,,,,,,,,,,,38.74688005447388,38.76315259933472,38.76315259933472,40.246442794799805,43.71451187133789,space,3.454197883605957,None,43.714595317840576,43.72972536087036,43.72972536087036,45.229714155197144,57.33175086975098,space,12.095035314559937,None,57.33183288574219,57.35517907142639,57.35517907142639,57.35517907142639,57.35517907142639,57.35517907142639,57.35517907142639,57.35517907142639,57.35517907142639,57.35517907142639,58.84662485122681,64.63109016418457,space,5.773266315460205,None,64.63117384910583,64.64677953720093,64.64677953720093,64.64677953720093,66.14625716209412,78.56412672996521,space,12.40984296798706,None,78.56421327590942,78.57977199554443,78.57977199554443,80.07931280136108,82.99722456932068,space,2.9090542793273926,None,82.99733877182007,83.0129165649414,83.0129165649414,84.34708762168884,space,1.3272664546966553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
0,0,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,3.3641796112060547,None,,,,,0,0,0,0,0,0,0,157,84.40796303749084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.18427223721034,94.70209916587939,199.7326846886779,89.53466176280867,188.92211750357035,166.67974262973559,4.0,4.2,-188,4,0,-266,224,14,84.39418148994446,84.39422821998596,84.39628195762634,84.40796303749084,84.55282282829285,84.55282282829285,84.55282282829285,84.55282282829285,84.55282282829285,84.55282282829285,84.55282282829285,87.78174018859863,3,3.3641796112060547,None,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
1,1,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,10.983403205871582,None,,,,,0,0,0,0,0,1,1,179,87.79674243927002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.33939585395441,74.76273125626896,92.17309150259922,77.21745599888169,103.17853483877877,103.17853483877877,2.1,2.12,-172,-272,0,-279,186,269,87.78276014328003,87.78280305862427,87.78475332260132,87.79674243927002,87.94690918922424,87.94690918922424,87.94690918922424,87.94690918922424,87.94690918922424,87.94690918922424,87.94690918922424,98.7972400188446,1,10.983403205871582,None,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
2,2,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,9.159273862838745,None,,,,,0,0,0,0,0,2,2,178,98.8126699924469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.07425993554402,68.01674578808944,60.419366219994224,73.45411107269064,78.36137553060897,78.36137553060897,3.0,3.2,-167,-269,0,3,172,251,98.79821395874023,98.79825568199158,98.8004138469696,98.8126699924469,98.96274828910828,98.96274828910828,98.96274828910828,98.96274828910828,98.96274828910828,98.96274828910828,98.96274828910828,107.98047709465027,3,9.159273862838745,None,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
3,3,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,28.433249473571777,None,,,,,0,0,0,0,0,3,3,137,107.99618172645569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.16912677790327,120.77664954454832,91.48301692153736,99.26485696462018,128.479988950497,166.15513801890927,1.0,1.3,274,-253,480,-254,709,-274,107.98144435882568,107.98148560523987,107.98386430740356,107.99618172645569,108.14630675315857,108.14630675315857,108.14630675315857,108.14630675315857,108.14630675315857,108.14630675315857,108.14630675315857,136.43068289756775,3,28.433249473571777,None,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
4,4,0,critical,wdh,35.0,3.0,upper,125.0,200.0,127.0,127.0,200.0,125.0,1,7.269810438156128,None,,,,,0,0,0,0,0,4,4,75,136.44596242904663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,127.0,127.0,200.0,125.0,3.0,3.1,-260,289,0,-12,222,-251,136.43147349357605,136.43151569366455,136.4336338043213,136.44596242904663,136.5960509777069,136.5960509777069,136.5960509777069,136.5960509777069,136.5960509777069,136.5960509777069,136.5960509777069,143.73051643371582,1,7.269810438156128,None,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
5,5,0,critical,whd,35.0,4.0,upper,125.0,200.0,200.0,125.0,127.0,127.0,2,6.899531602859497,None,,,,,0,0,0,0,0,5,5,89,143.74566221237183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,127.0,127.0,4.0,4.1,-258,-270,0,2,222,-261,143.73237776756287,143.7324299812317,143.73447465896606,143.74566221237183,143.89609146118164,143.89609146118164,143.89609146118164,143.89609146118164,143.89609146118164,143.89609146118164,143.89609146118164,150.64712500572205,2,6.899531602859497,None,,,,,,,,,,,,,,,,,,214,5,2025-03-07_10h53.51.615,comp,2024.2.4,60.05048227321991,2025-03-07 10h53.59.634753 -0500,
