thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015066146850585938,0.03548884391784668,0.03548884391784668,0.03548884391784668,0.014804840087890625,89.59675335884094,1,[89.55894565582275],[89.55896878242493],0,,,[-60.0],[-523.0],[1],[0],[0],[89.58110237121582],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.59727358818054,89.59734082221985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.59738373756409,89.61117601394653,91.61351108551025,91.59718751907349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,91.61351108551025,,,,,,,,,,,,,,,,,,,,,,,,,,,91.59808874130249,91.61351108551025,91.61351108551025,93.09762620925903,93.96960711479187,space,0.8602747917175293,None,93.96976828575134,93.98964166641235,93.98964166641235,95.4826250076294,101.8554208278656,space,6.370391607284546,None,101.85548877716064,101.87524795532227,101.87524795532227,101.87524795532227,101.87524795532227,101.87524795532227,101.87524795532227,101.87524795532227,101.87524795532227,101.87524795532227,103.35645914077759,109.17574405670166,space,5.808380842208862,None,109.17591190338135,109.1933901309967,109.1933901309967,109.1933901309967,110.68794417381287,114.27364206314087,space,3.5751307010650635,None,114.27379727363586,114.28900623321533,114.28900623321533,115.77065467834473,116.32310891151428,space,0.5382595062255859,None,116.32330894470215,116.33831024169922,116.33831024169922,117.30879521369934,space,0.963266134262085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
0,0,0,critical,hdw,35.0,1.0,lower,133.0,57.0,70.0,70.0,57.0,133.0,1,10.283861637115479,None,,,,,0,0,0,0,0,0,0,108,117.38515019416809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,70.0,70.0,57.0,133.0,1.0,1.3,320,-266,480,-269,678,-276,117.36817193031311,117.3682267665863,117.37016701698303,117.38515019416809,117.54062414169312,117.54062414169312,117.54062414169312,117.54062414169312,117.54062414169312,117.54062414169312,117.54062414169312,127.6789038181305,1,10.283861637115479,None,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
1,1,0,critical,dwh,35.0,3.0,lower,70.0,70.0,57.0,133.0,133.0,57.0,2,11.206530809402466,None,,,,,0,0,0,0,0,1,1,62,127.6946804523468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,57.0,133.0,133.0,57.0,3.0,3.2,-198,-254,0,0,191,282,127.68049025535583,127.68062448501587,127.68391633033752,127.6946804523468,127.84765863418579,127.84765863418579,127.84765863418579,127.84765863418579,127.84765863418579,127.84765863418579,127.84765863418579,138.91424870491028,2,11.206530809402466,None,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
2,2,0,critical,dhw,20.0,2.1,upper,141.0,141.0,200.0,125.0,125.0,200.0,3,10.387902021408081,None,,,,,0,0,0,0,0,2,2,27,138.9298870563507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,141.0,200.0,125.0,125.0,200.0,2.1,2.12,-229,-280,0,-256,258,270,138.91590404510498,138.9159801006317,138.91941809654236,138.9298870563507,139.0823130607605,139.0823130607605,139.0823130607605,139.0823130607605,139.0823130607605,139.0823130607605,139.0823130607605,149.3204002380371,3,10.387902021408081,None,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
3,3,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,1.7897834777832031,None,,,,,0,0,0,0,0,3,3,205,149.33623385429382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.56219561834018,108.56219561834018,99.77330685403949,102.65010105597858,75.92688234095378,83.76025508181097,1.0,1.2,-202,12,0,14,189,-15,149.3222119808197,149.32228779792786,149.3253002166748,149.33623385429382,149.48609924316406,149.48609924316406,149.48609924316406,149.48609924316406,149.48609924316406,149.48609924316406,149.48609924316406,151.13451027870178,1,1.7897834777832031,None,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
4,4,0,critical,hdw,20.0,4.0,upper,200.0,125.0,141.0,141.0,125.0,200.0,3,5.3343346118927,None,,,,,0,0,0,0,0,4,4,119,151.15091466903687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,141.0,141.0,125.0,200.0,4.0,4.2,-229,-6,0,-284,266,-10,151.13596630096436,151.13604187965393,151.13922262191772,151.15091466903687,151.30265402793884,151.30265402793884,151.30265402793884,151.30265402793884,151.30265402793884,151.30265402793884,151.30265402793884,156.5056869983673,3,5.3343346118927,None,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
5,5,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,1.7082099914550781,None,,,,,0,0,0,0,0,5,5,145,156.5217273235321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.63570848387826,171.8274476305865,190.8378297242412,119.34019837039617,148.67846471126217,87.35707688958786,2.2,2.21,-242,-251,0,271,199,266,156.5074303150177,156.50761318206787,156.51100635528564,156.5217273235321,156.67158436775208,156.67158436775208,156.67158436775208,156.67158436775208,156.67158436775208,156.67158436775208,156.67158436775208,158.2377531528473,2,1.7082099914550781,None,,,,,,,,,,,,,,,,,,27,1,2025-02-18_17h01.33.144,comp,2024.2.4,57.36223939955907,2025-02-18 17h01.42.822444 -0500,
