thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015036821365356445,0.03889799118041992,0.03889799118041992,0.03889799118041992,0.014805793762207031,29.952653169631958,1,[29.91134738922119],[29.911367893218994],0,,,[-85.0],[-508.0],[1],[0],[0],[29.93709945678711],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.953209400177002,29.953269243240356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.953309297561646,29.966577768325806,31.970187664031982,31.94961905479431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,31.970187664031982,,,,,,,,,,,,,,,,,,,,,,,,,,,31.95052146911621,31.970187664031982,31.970187664031982,33.46628499031067,36.037960052490234,space,2.560248374938965,None,36.03810429573059,36.05362367630005,36.05362367630005,37.551025390625,40.65247941017151,space,3.0984995365142822,None,40.652668952941895,40.68722701072693,40.68722701072693,40.68722701072693,40.68722701072693,40.68722701072693,40.68722701072693,40.68722701072693,40.68722701072693,40.68722701072693,42.15606498718262,45.69198036193848,space,3.5331673622131348,None,45.69216346740723,45.70947551727295,45.70947551727295,45.70947551727295,47.20560050010681,48.92376089096069,space,1.7152776718139648,None,48.92392539978027,48.93914222717285,48.93914222717285,50.4375741481781,50.891456842422485,space,0.4512302875518799,None,50.89168429374695,50.90666580200195,50.90666580200195,52.99218940734863,space,2.07867693901062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
0,0,0,critical,wdh,35.0,1.0,lower,57.0,133.0,70.0,70.0,133.0,57.0,3,8.482340097427368,None,,,,,0,0,0,0,0,0,0,72,53.07073760032654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,70.0,70.0,133.0,57.0,1.0,1.2,-198,-6,0,-2,160,19,53.05362391471863,53.05367040634155,53.055538177490234,53.07073760032654,53.21681499481201,53.21681499481201,53.21681499481201,53.21681499481201,53.21681499481201,53.21681499481201,53.21681499481201,61.56157183647156,3,8.482340097427368,None,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
1,1,0,critical,wdh,35.0,1.0,upper,125.0,200.0,127.0,127.0,200.0,125.0,1,4.7273523807525635,None,,,,,0,0,0,0,0,1,1,73,61.577449560165405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,127.0,127.0,200.0,125.0,1.0,1.3,220,-281,480,-280,702,-275,61.563064098358154,61.563138246536255,61.566694259643555,61.577449560165405,61.728381633758545,61.728381633758545,61.728381633758545,61.728381633758545,61.728381633758545,61.728381633758545,61.728381633758545,66.31781721115112,1,4.7273523807525635,None,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
2,2,0,critical,whd,20.0,2.1,lower,57.0,133.0,133.0,57.0,78.0,78.0,2,4.690935850143433,None,,,,,0,0,0,0,0,2,2,38,66.3343026638031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,133.0,57.0,78.0,78.0,2.1,2.11,-191,265,0,252,164,-288,66.31984496116638,66.3199245929718,66.32318186759949,66.3343026638031,66.47836923599243,66.47836923599243,66.47836923599243,66.47836923599243,66.47836923599243,66.47836923599243,66.47836923599243,71.03376936912537,2,4.690935850143433,None,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
3,3,0,catch,None,None,None,None,None,None,None,None,None,None,3,2.6892476081848145,None,,,,,0,0,0,0,0,3,3,128,71.05564141273499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,57,110,80,131,194,3.0,3.1,-164,258,0,-19,233,-255,71.03597927093506,71.0361008644104,71.03987193107605,71.05564141273499,71.19864392280579,71.19864392280579,71.19864392280579,71.19864392280579,71.19864392280579,71.19864392280579,71.19864392280579,73.75021839141846,3,2.6892476081848145,None,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
4,4,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,3.5189521312713623,None,,,,,0,0,0,0,0,4,4,184,73.77000260353088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.98398175734579,70.92080356967578,61.10629499266456,69.92337707857328,71.29068356721527,71.29068356721527,2.1,2.11,-166,262,0,255,167,-262,73.75239443778992,73.75247383117676,73.75626397132874,73.77000260353088,73.91500639915466,73.91500639915466,73.91500639915466,73.91500639915466,73.91500639915466,73.91500639915466,73.91500639915466,77.29929804801941,1,3.5189521312713623,None,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
5,5,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,3.5478079319000244,None,,,,,0,0,0,0,0,5,5,156,77.31708312034607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.50566964791648,156.4886936625719,164.04109880298375,104.44762311610532,72.60064033894088,153.27386050285702,2.2,2.21,-226,-268,0,254,225,267,77.30133843421936,77.30141925811768,77.30530524253845,77.31708312034607,77.46635389328003,77.46635389328003,77.46635389328003,77.46635389328003,77.46635389328003,77.46635389328003,77.46635389328003,80.86767792701721,2,3.5478079319000244,None,,,,,,,,,,,,,,,,,,172,1,2025-03-03_12h53.05.394,comp,2024.2.4,57.44339277668137,2025-03-03 12h53.13.861902 -0500,
