thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015316963195800781,0.04167652130126953,0.04167652130126953,0.04167652130126953,0.014899015426635742,28.750040769577026,1,[28.707143545150757],[28.70715641975403],0,,,[-95.0],[-503.0],[1],[0],[0],[28.734179258346558],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.750314235687256,28.750348806381226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.750370979309082,28.763625383377075,30.764681100845337,30.747968912124634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,30.764681100845337,,,,,,,,,,,,,,,,,,,,,,,,,,,30.748494863510132,30.764681100845337,30.764681100845337,32.26454401016235,35.56593132019043,space,3.283616065979004,None,35.566009521484375,35.58145475387573,35.58145475387573,37.0813205242157,43.59909963607788,space,6.513581991195679,None,43.599180698394775,43.62019181251526,43.62019181251526,43.62019181251526,43.62019181251526,43.62019181251526,43.62019181251526,43.62019181251526,43.62019181251526,43.62019181251526,45.09822392463684,49.68280029296875,space,4.57584023475647,None,49.68288779258728,49.698474645614624,49.698474645614624,49.698474645614624,51.19785976409912,57.24887561798096,space,6.035404205322266,None,57.2489550113678,57.26452970504761,57.26452970504761,58.76437735557556,59.415442943573,space,0.6457717418670654,None,59.415552377700806,59.43121910095215,59.43121910095215,60.51516008377075,space,1.066633701324463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
0,0,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,2.434086799621582,None,,,,,0,0,0,0,0,0,0,149,60.575777769088745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77101202284752,127.84309195403915,59.31586465575951,164.41993646726354,158.23207516389226,188.07019153762974,4.0,4.2,-242,-11,0,-278,272,16,60.5623664855957,60.56241416931152,60.564430952072144,60.575777769088745,60.72064971923828,60.72064971923828,60.72064971923828,60.72064971923828,60.72064971923828,60.72064971923828,60.72064971923828,63.015671730041504,3,2.434086799621582,None,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
1,1,0,critical,whd,35.0,1.0,lower,57.0,133.0,133.0,57.0,70.0,70.0,2,9.321767807006836,None,,,,,0,0,0,0,0,1,1,84,63.03130769729614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,133.0,57.0,70.0,70.0,1.0,1.1,-671,282,-480,271,-320,257,63.01645040512085,63.01649284362793,63.018784523010254,63.03130769729614,63.18111276626587,63.18111276626587,63.18111276626587,63.18111276626587,63.18111276626587,63.18111276626587,63.18111276626587,72.36550521850586,2,9.321767807006836,None,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
2,2,0,critical,whd,35.0,1.0,upper,125.0,200.0,200.0,125.0,127.0,127.0,2,3.3010518550872803,None,,,,,0,0,0,0,0,2,2,85,72.38086295127869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,127.0,127.0,1.0,1.2,-258,11,0,-10,222,-19,72.36629676818848,72.36633706092834,72.36949419975281,72.38086295127869,72.53161787986755,72.53161787986755,72.53161787986755,72.53161787986755,72.53161787986755,72.53161787986755,72.53161787986755,75.69905948638916,2,3.3010518550872803,None,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
3,3,0,critical,hwd,35.0,1.0,lower,133.0,57.0,57.0,133.0,70.0,70.0,2,9.311547040939331,None,,,,,0,0,0,0,0,3,3,96,75.71428179740906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,70.0,70.0,1.0,1.1,-671,279,-480,251,-282,269,75.69989371299744,75.69993495941162,75.70239925384521,75.71428179740906,75.86434888839722,75.86434888839722,75.86434888839722,75.86434888839722,75.86434888839722,75.86434888839722,75.86434888839722,85.03208136558533,2,9.311547040939331,None,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
4,4,0,critical,hwd,35.0,4.0,lower,133.0,57.0,57.0,133.0,70.0,70.0,2,7.785393714904785,None,,,,,0,0,0,0,0,4,4,100,85.04768538475037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,70.0,70.0,4.0,4.2,-191,6,0,-275,198,15,85.03285074234009,85.03289270401001,85.03533673286438,85.04768538475037,85.19753789901733,85.19753789901733,85.19753789901733,85.19753789901733,85.19753789901733,85.19753789901733,85.19753789901733,92.84866714477539,2,7.785393714904785,None,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
5,5,0,critical,whd,35.0,4.0,upper,125.0,200.0,200.0,125.0,127.0,127.0,1,6.217533349990845,None,,,,,0,0,0,0,0,5,5,89,92.86403775215149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,127.0,127.0,4.0,4.2,-258,15,0,-254,222,3,92.84940719604492,92.84944605827332,92.8516960144043,92.86403775215149,93.01442456245422,93.01442456245422,93.01442456245422,93.01442456245422,93.01442456245422,93.01442456245422,93.01442456245422,99.09887623786926,1,6.217533349990845,None,,,,,,,,,,,,,,,,,,115,3,2025-02-25_14h05.29.902,comp,2024.2.4,59.9493740361128,2025-02-25 14h05.36.466913 -0500,
