thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015267133712768555,0.10001611709594727,0.10001611709594727,0.10001611709594727,0.014848709106445312,9.697861194610596,1,[9.596591234207153],[9.596601963043213],0,,,[-71.0],[-495.0],[1],[0],[0],[9.664191246032715],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69812822341919,9.698160648345947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.698182582855225,9.711851358413696,11.706933498382568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,11.723714828491211,,,,,,,,,,,,,,,,,,,,,,,,,,11.707496166229248,11.723714828491211,11.723714828491211,13.206823587417603,16.008488178253174,space,2.7948830127716064,None,16.00856614112854,16.02453374862671,16.02453374862671,17.523516178131104,20.041256427764893,space,2.5006821155548096,None,20.041341543197632,20.084583282470703,20.084583282470703,20.084583282470703,20.084583282470703,20.084583282470703,20.084583282470703,20.084583282470703,20.084583282470703,20.084583282470703,21.54111647605896,24.32503581047058,space,2.770519733428955,None,24.325140476226807,24.340425491333008,24.340425491333008,24.340425491333008,25.8402419090271,28.674718379974365,space,2.824824094772339,None,28.674800872802734,28.69046902656555,28.69046902656555,30.19008708000183,30.891608715057373,space,0.6893870830535889,None,30.891720056533813,30.906766653060913,30.906766653060913,31.82450532913208,space,0.909879207611084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
0,0,0,critical,dwh,35.0,2.1,upper,127.0,127.0,125.0,200.0,200.0,125.0,2,14.05178451538086,None,,,,,0,0,0,0,0,0,0,5,32.0381019115448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,127.0,125.0,200.0,200.0,125.0,2.1,2.11,-260,257,0,269,258,-260,32.02302265167236,32.023107290267944,32.025879859924316,32.0381019115448,32.18074679374695,32.18074679374695,32.18074679374695,32.18074679374695,32.18074679374695,32.18074679374695,32.18074679374695,46.091553688049316,2,14.05178451538086,None,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
1,1,0,critical,dhw,35.0,2.1,lower,70.0,70.0,133.0,57.0,57.0,133.0,1,3.0367531776428223,None,,,,,0,0,0,0,0,1,1,24,46.10679817199707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,133.0,57.0,57.0,133.0,2.1,2.12,-160,-258,0,-282,191,257,46.09234166145325,46.09238290786743,46.09480142593384,46.10679817199707,46.25676202774048,46.25676202774048,46.25676202774048,46.25676202774048,46.25676202774048,46.25676202774048,46.25676202774048,49.15786004066467,1,3.0367531776428223,None,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
2,2,0,critical,dhw,20.0,1.0,upper,141.0,141.0,200.0,125.0,125.0,200.0,2,2.2510619163513184,None,,,,,0,0,0,0,0,2,2,55,49.173314332962036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,141.0,200.0,125.0,125.0,200.0,1.0,1.1,-709,276,-480,274,-222,251,49.15865969657898,49.15869975090027,49.161317110061646,49.173314332962036,49.323549032211304,49.323549032211304,49.323549032211304,49.323549032211304,49.323549032211304,49.323549032211304,49.323549032211304,51.4413537979126,2,2.2510619163513184,None,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
3,3,0,catch,None,None,None,None,None,None,None,None,None,None,3,1.127744436264038,None,,,,,0,0,0,0,0,3,3,128,51.45656704902649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,82,99,91,151,174,4.0,4.2,-182,-1,0,-275,228,9,51.44236898422241,51.442407846450806,51.44502854347229,51.45656704902649,51.60677790641785,51.60677790641785,51.60677790641785,51.60677790641785,51.60677790641785,51.60677790641785,51.60677790641785,52.59129762649536,3,1.127744436264038,None,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
4,4,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,0.9693310260772705,None,,,,,0,0,0,0,0,4,4,155,52.60678815841675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.62461726105744,79.95318020063833,143.4267840004591,186.35651151725347,151.7489510803288,98.47870774678361,1.0,1.2,-229,9,0,12,238,-7,52.59216785430908,52.59220790863037,52.59431076049805,52.60678815841675,52.75684189796448,52.75684189796448,52.75684189796448,52.75684189796448,52.75684189796448,52.75684189796448,52.75684189796448,53.59119510650635,2,0.9693310260772705,None,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
5,5,0,critical,dwh,20.0,3.0,upper,141.0,141.0,125.0,200.0,200.0,125.0,2,2.472656488418579,None,,,,,0,0,0,0,0,5,5,69,53.60652732849121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,141.0,125.0,200.0,200.0,125.0,3.0,3.2,-266,-258,0,19,258,285,53.59195899963379,53.5919988155365,53.59405064582825,53.60652732849121,53.756908893585205,53.756908893585205,53.756908893585205,53.756908893585205,53.756908893585205,53.756908893585205,53.756908893585205,56.09154796600342,2,2.472656488418579,None,,,,,,,,,,,,,,,,,,35,3,2025-02-19_11h25.58.410,comp,2024.2.4,63.79800284438766,2025-02-19 11h26.16.467368 -0500,
