thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014859914779663086,0.03591585159301758,0.03591585159301758,0.03591585159301758,0.014618396759033203,9.665615797042847,1,[9.6271333694458],[9.627179861068726],0,,,[-79.0],[-524.0],[1],[0],[0],[9.65023422241211],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.666167974472046,9.666237592697144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.666283369064331,9.684283018112183,11.674245357513428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,11.692658185958862,,,,,,,,,,,,,,,,,,,,,,,,,,11.675143480300903,11.692658185958862,11.692658185958862,13.172765493392944,19.159215688705444,space,5.981612682342529,None,19.159367322921753,19.17561936378479,19.17561936378479,20.67474913597107,38.838122844696045,space,18.159429788589478,None,38.83828902244568,38.8697452545166,38.8697452545166,38.8697452545166,38.8697452545166,38.8697452545166,38.8697452545166,38.8697452545166,38.8697452545166,38.8697452545166,40.33934187889099,49.6170494556427,space,9.26286506652832,None,49.61726188659668,49.63422107696533,49.63422107696533,49.63422107696533,51.13415288925171,55.87406587600708,space,4.73318338394165,None,55.874361991882324,55.8932523727417,55.8932523727417,57.38619875907898,58.25449872016907,space,0.8640315532684326,None,58.2547025680542,58.27058720588684,58.27058720588684,59.43547868728638,space,1.1555752754211426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
0,0,0,critical,hdw,20.0,1.0,upper,200.0,125.0,141.0,141.0,125.0,200.0,1,5.486830949783325,None,,,,,0,0,0,0,0,0,0,115,59.51559114456177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,141.0,141.0,125.0,200.0,1.0,1.2,-229,15,0,3,266,9,59.49878716468811,59.49882364273071,59.50010871887207,59.51559114456177,59.66522765159607,59.66522765159607,59.66522765159607,59.66522765159607,59.66522765159607,59.66522765159607,59.66522765159607,65.00681352615356,1,5.486830949783325,None,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
1,1,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,1.843459129333496,None,,,,,0,0,0,0,0,1,1,157,65.022789478302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.29968400545835,110.37566260535206,182.1223473696284,197.3192244444178,110.67172899794365,81.66060169173655,2.1,2.12,-250,-281,0,-276,235,257,65.00854396820068,65.00861883163452,65.01184916496277,65.022789478302,65.17063212394714,65.17063212394714,65.17063212394714,65.17063212394714,65.17063212394714,65.17063212394714,65.17063212394714,66.878732919693,2,1.843459129333496,None,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
2,2,0,critical,hdw,35.0,2.1,upper,200.0,125.0,127.0,127.0,125.0,200.0,1,2.5781683921813965,None,,,,,0,0,0,0,0,2,2,21,66.89654469490051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,127.0,127.0,125.0,200.0,2.1,2.12,-222,-272,0,-284,260,290,66.88045716285706,66.88053727149963,66.8834080696106,66.89654469490051,67.04421186447144,67.04421186447144,67.04421186447144,67.04421186447144,67.04421186447144,67.04421186447144,67.04421186447144,69.4912383556366,1,2.5781683921813965,None,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
3,3,0,critical,hwd,20.0,3.0,upper,200.0,125.0,125.0,200.0,141.0,141.0,2,3.5673282146453857,None,,,,,0,0,0,0,0,3,3,105,69.50691556930542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,125.0,200.0,141.0,141.0,3.0,3.1,-258,280,0,14,266,-267,69.49296498298645,69.4931321144104,69.49633312225342,69.50691556930542,69.65671730041504,69.65671730041504,69.65671730041504,69.65671730041504,69.65671730041504,69.65671730041504,69.65671730041504,73.07853698730469,2,3.5673282146453857,None,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
4,4,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,6.644121170043945,None,,,,,0,0,0,0,0,4,4,204,73.09517359733582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.92722503856836,57.917631208270116,65.48743590698335,65.48743590698335,65.32498450381928,60.52760401524068,2.1,2.11,-158,267,0,254,159,-283,73.08096718788147,73.08114528656006,73.08436131477356,73.09517359733582,73.2455894947052,73.2455894947052,73.2455894947052,73.2455894947052,73.2455894947052,73.2455894947052,73.2455894947052,79.74684190750122,2,6.644121170043945,None,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
5,5,0,critical,hwd,20.0,2.1,upper,200.0,125.0,125.0,200.0,141.0,141.0,1,3.01650333404541,None,,,,,0,0,0,0,0,5,5,43,79.76255655288696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,125.0,200.0,141.0,141.0,2.1,2.12,-258,-282,0,-285,266,288,79.74849009513855,79.74857234954834,79.75174641609192,79.76255655288696,79.90233707427979,79.90233707427979,79.90233707427979,79.90233707427979,79.90233707427979,79.90233707427979,79.90233707427979,82.78452014923096,1,3.01650333404541,None,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
6,6,0,critical,dwh,35.0,2.1,lower,70.0,70.0,57.0,133.0,133.0,57.0,3,3.6590588092803955,None,,,,,0,0,0,0,0,6,6,28,82.79992294311523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,57.0,133.0,133.0,57.0,2.1,2.11,-198,259,0,250,191,-258,82.78610110282898,82.7861840724945,82.78901171684265,82.79992294311523,82.94318127632141,82.94318127632141,82.94318127632141,82.94318127632141,82.94318127632141,82.94318127632141,82.94318127632141,86.46672201156616,3,3.6590588092803955,None,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
7,7,0,catch,None,None,None,None,None,None,None,None,None,None,1,1.5335369110107422,None,,,,,0,0,0,0,0,7,7,127,86.48475289344788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,145,99,91,121,69,2.1,2.11,-214,265,0,255,176,-289,86.468759059906,86.46884560585022,86.4717206954956,86.48475289344788,86.63355994224548,86.63355994224548,86.63355994224548,86.63355994224548,86.63355994224548,86.63355994224548,86.63355994224548,88.0295615196228,1,1.5335369110107422,None,,,,,,,,,,,,,,,,,,196,1,2025-03-05_14h12.35.655,comp,2024.2.4,57.49331417942262,2025-03-05 14h12.44.602246 -0500,
