thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014802932739257812,0.03871965408325195,0.03871965408325195,0.03871965408325195,0.014569759368896484,80.92092514038086,1,[80.8795006275177],[80.87952518463135],0,,,[-84.0],[-503.0],[1],[0],[0],[80.90554094314575],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.92165923118591,80.92173051834106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.92177700996399,80.93512511253357,82.93765544891357,82.92131567001343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,82.93765544891357,,,,,,,,,,,,,,,,,,,,,,,,,,,82.92219352722168,82.93765544891357,82.93765544891357,84.4217267036438,88.7431046962738,space,4.302499294281006,None,88.74326062202454,88.75832509994507,88.75832509994507,90.25329947471619,98.81042814254761,space,8.542290449142456,None,98.81058669090271,98.83909320831299,98.83909320831299,98.83909320831299,98.83909320831299,98.83909320831299,98.83909320831299,98.83909320831299,98.83909320831299,98.83909320831299,100.31149482727051,106.24609136581421,space,5.916140794754028,None,106.24625825881958,106.26331067085266,106.26331067085266,106.26331067085266,107.7610375881195,119.18415331840515,space,11.410567998886108,None,119.18431234359741,119.1992461681366,119.1992461681366,120.69953322410583,121.568195104599,space,0.857701301574707,None,121.56838846206665,121.58318066596985,121.58318066596985,122.73405385017395,space,1.1327979564666748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
0,0,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,12.449843406677246,None,,,,,0,0,0,0,0,0,0,133,122.8098316192627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.00812253979637,97.18012280913227,156.47636138280706,170.02153413896033,115.14560540367306,142.21931293499824,1.0,1.3,250,-272,480,-255,732,-263,122.79298305511475,122.79304385185242,122.79476881027222,122.8098316192627,122.95982050895691,122.95982050895691,122.95982050895691,122.95982050895691,122.95982050895691,122.95982050895691,122.95982050895691,135.27347588539124,2,12.449843406677246,None,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
1,1,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,9.364870309829712,None,,,,,0,0,0,0,0,1,1,202,135.29484701156616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.52695492097956,98.52695492097956,70.6494715681317,91.87112149298969,92.78696635490027,96.42737053426441,4.0,4.2,-191,-19,0,-271,190,-9,135.27550959587097,135.27559328079224,135.2788450717926,135.29484701156616,135.43778347969055,135.43778347969055,135.43778347969055,135.43778347969055,135.43778347969055,135.43778347969055,135.43778347969055,144.67453384399414,1,9.364870309829712,None,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
2,2,0,critical,hdw,35.0,2.1,upper,200.0,125.0,127.0,127.0,125.0,200.0,3,6.9131505489349365,None,,,,,0,0,0,0,0,2,2,21,144.69111585617065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,127.0,127.0,125.0,200.0,2.1,2.12,-222,-275,0,-274,260,270,144.67622137069702,144.67630171775818,144.67971968650818,144.69111585617065,144.84827661514282,144.84827661514282,144.84827661514282,144.84827661514282,144.84827661514282,144.84827661514282,144.84827661514282,151.6123321056366,3,6.9131505489349365,None,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
3,3,0,critical,dwh,20.0,4.0,upper,141.0,141.0,125.0,200.0,200.0,125.0,2,6.663383483886719,None,,,,,0,0,0,0,0,3,3,71,151.62899708747864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,141.0,125.0,200.0,200.0,125.0,4.0,4.1,-266,-289,0,3,258,-289,151.61409544944763,151.61417770385742,151.61804246902466,151.62899708747864,151.77926898002625,151.77926898002625,151.77926898002625,151.77926898002625,151.77926898002625,151.77926898002625,151.77926898002625,158.30011224746704,2,6.663383483886719,None,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
4,4,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,1.629910945892334,None,,,,,0,0,0,0,0,4,4,141,158.31791019439697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.29906625029486,135.60568934541794,65.96532066285532,61.94388997410919,90.41685459312404,171.4514456149955,1.0,1.2,-195,15,0,2,213,-2,158.301903963089,158.30200600624084,158.30488419532776,158.31791019439697,158.4628233909607,158.4628233909607,158.4628233909607,158.4628233909607,158.4628233909607,158.4628233909607,158.4628233909607,159.9529266357422,1,1.629910945892334,None,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
5,5,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,1.1032865047454834,None,,,,,0,0,0,0,0,5,5,137,159.97258639335632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.4577790695194,148.66004310865048,83.57346429086043,98.42194032377124,68.95726370148002,166.23965102752368,1.0,1.2,-220,-12,0,-16,228,-4,159.9546868801117,159.95476746559143,159.95766735076904,159.97258639335632,160.1101427078247,160.1101427078247,160.1101427078247,160.1101427078247,160.1101427078247,160.1101427078247,160.1101427078247,161.08108830451965,1,1.1032865047454834,None,,,,,,,,,,,,,,,,,,243,1,2025-03-14_10h55.06.370,comp,2024.2.4,57.165458428568115,2025-03-14 10h55.14.638557 -0400,
