thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,print_config.started,print_effect.started,print_config_1.started,print_distance.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
125,125,0,critical,hdw,45.0,2.1,lower,133.0,57.0,65.0,65.0,57.0,133.0,3,0.4187471866607666,None,,,,,0,0,0,0,0,125,125,44,127.29841494560242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,65.0,65.0,57.0,133.0,2.1,2.12,-157,-284,0,-273,195,268,127.27045321464539,127.27093267440796,127.28619885444641,127.29841494560242,127.44076371192932,127.44076371192932,127.44076371192932,127.44076371192932,127.44076371192932,127.44076371192932,127.44076371192932,127.44076371192932,127.44076371192932,127.44076371192932,127.44076371192932,127.71928286552429,3,0.4187471866607666,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
126,126,0,critical,dhw,45.0,3.0,upper,117.0,117.0,200.0,125.0,125.0,200.0,2,0.27382397651672363,None,,,,,0,0,0,0,0,126,126,51,127.74416375160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,117.0,200.0,125.0,125.0,200.0,3.0,3.1,-217,279,0,10,258,-271,127.72004580497742,127.72054314613342,127.73232126235962,127.74416375160217,127.88743686676025,127.88743686676025,127.88743686676025,127.88743686676025,127.88743686676025,127.88743686676025,127.88743686676025,127.88743686676025,127.88743686676025,127.88743686676025,127.88743686676025,128.0359160900116,2,0.27382397651672363,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
127,127,0,catch,None,None,None,None,None,None,None,None,None,None,1,0.2868659496307373,None,,,,,0,0,0,0,0,127,127,129,128.06495237350464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,73,117,73,129,196,1.0,1.2,-169,-7,0,-4,230,1,128.0369279384613,128.0374448299408,128.0531439781189,128.06495237350464,128.20375061035156,128.20375061035156,128.20375061035156,128.20375061035156,128.20375061035156,128.20375061035156,128.20375061035156,128.20375061035156,128.20375061035156,128.20375061035156,128.20375061035156,128.3691234588623,1,0.2868659496307373,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
128,128,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,0.18767499923706055,None,,,,,0,0,0,0,0,128,128,188,128.39731645584106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.04624998475022,81.14159619254524,160.6037059241145,160.6037059241145,116.75274078583485,156.15783507660558,1.0,1.1,-697,256,-480,252,-226,262,128.37006378173828,128.3705713748932,128.38568997383118,128.39731645584106,128.537695646286,128.537695646286,128.537695646286,128.537695646286,128.537695646286,128.537695646286,128.537695646286,128.537695646286,128.537695646286,128.537695646286,128.537695646286,128.60253310203552,3,0.18767499923706055,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
129,129,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,0.2556133270263672,None,,,,,0,0,0,0,0,129,129,150,128.63226795196533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.338737720023616,87.33327574838519,142.30779019375368,121.04362902851211,90.62759589776458,106.83687279338719,3.0,3.1,-200,272,0,10,210,-282,128.6034004688263,128.60389852523804,128.6198616027832,128.63226795196533,128.7709629535675,128.7709629535675,128.7709629535675,128.7709629535675,128.7709629535675,128.7709629535675,128.7709629535675,128.7709629535675,128.7709629535675,128.7709629535675,128.7709629535675,128.90262913703918,3,0.2556133270263672,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
130,130,0,critical,dwh,60.0,1.0,lower,55.0,55.0,57.0,133.0,133.0,57.0,3,0.4303445816040039,None,,,,,0,0,0,0,0,130,130,66,128.93046808242798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,55.0,57.0,133.0,133.0,57.0,1.0,1.2,-190,15,0,-15,191,18,128.9033751487732,128.90384149551392,128.9186360836029,128.93046808242798,129.07062602043152,129.07062602043152,129.07062602043152,129.07062602043152,129.07062602043152,129.07062602043152,129.07062602043152,129.07062602043152,129.07062602043152,129.07062602043152,129.07062602043152,129.36937808990479,3,0.4303445816040039,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
131,131,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,0.21924066543579102,None,,,,,0,0,0,0,0,131,131,138,129.398512840271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.94250867946118,195.82785523940495,108.55865016303943,109.21170859695926,143.60453978059365,165.50302081167797,2.2,2.21,-249,-276,0,273,233,256,129.3702676296234,129.37079000473022,129.38643074035645,129.398512840271,129.53723430633545,129.53723430633545,129.53723430633545,129.53723430633545,129.53723430633545,129.53723430633545,129.53723430633545,129.53723430633545,129.53723430633545,129.53723430633545,129.53723430633545,129.6358621120453,1,0.21924066543579102,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
132,132,0,critical,wdh,45.0,4.0,lower,57.0,133.0,65.0,65.0,133.0,57.0,3,0.15422630310058594,None,,,,,0,0,0,0,0,132,132,76,129.6637933254242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,65.0,65.0,133.0,57.0,4.0,4.1,-195,-255,0,14,157,-274,129.63660740852356,129.63709092140198,129.65191650390625,129.6637933254242,129.80375218391418,129.80375218391418,129.80375218391418,129.80375218391418,129.80375218391418,129.80375218391418,129.80375218391418,129.80375218391418,129.80375218391418,129.80375218391418,129.80375218391418,129.83678126335144,3,0.15422630310058594,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
133,133,0,critical,hdw,45.0,4.0,upper,200.0,125.0,117.0,117.0,125.0,200.0,2,0.12233591079711914,None,,,,,0,0,0,0,0,133,133,113,129.8621859550476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,117.0,117.0,125.0,200.0,4.0,4.1,-217,-250,0,16,254,-281,129.837486743927,129.83806729316711,129.85048270225525,129.8621859550476,130.02037811279297,130.02037811279297,130.02037811279297,130.02037811279297,130.02037811279297,130.02037811279297,130.02037811279297,130.02037811279297,130.02037811279297,130.02037811279297,130.02037811279297,129.98665595054626,2,0.12233591079711914,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
134,134,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,0.06046652793884277,None,,,,,0,0,0,0,0,134,134,152,130.02037811279297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.89768759738004,148.59012107984898,76.10798399861727,89.35640160898349,190.5555003508837,124.78598766552577,3.0,3.2,-215,-270,0,18,203,284,129.98779702186584,129.98838448524475,130.00796937942505,130.02037811279297,,,,,,,,,,,,130.08812856674194,1,0.06046652793884277,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
135,135,0,critical,hwd,45.0,2.1,lower,133.0,57.0,57.0,133.0,65.0,65.0,3,0.1946096420288086,None,,,,,0,0,0,0,0,135,135,40,130.12176537513733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,65.0,65.0,2.1,2.11,-191,275,0,265,195,-254,130.08913731575012,130.08996725082397,130.10920214653015,130.12176537513733,130.25425338745117,130.25425338745117,130.25425338745117,130.25425338745117,130.25425338745117,130.25425338745117,130.25425338745117,130.25425338745117,130.25425338745117,130.25425338745117,130.25425338745117,130.31939387321472,3,0.1946096420288086,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
136,136,0,critical,wdh,45.0,1.0,upper,125.0,200.0,117.0,117.0,200.0,125.0,1,0.12360429763793945,None,,,,,0,0,0,0,0,136,136,73,130.34432363510132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,117.0,117.0,200.0,125.0,1.0,1.3,226,-265,480,-251,697,-281,130.32016515731812,130.3206272125244,130.33223867416382,130.34432363510132,130.4992344379425,130.4992344379425,130.4992344379425,130.4992344379425,130.4992344379425,130.4992344379425,130.4992344379425,130.4992344379425,130.4992344379425,130.4992344379425,130.4992344379425,130.47002744674683,1,0.12360429763793945,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
137,137,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,0.19849944114685059,None,,,,,0,0,0,0,0,137,137,142,130.4992344379425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.47758655163778,184.81799157715773,118.64672358723256,89.51454707067272,134.8913000740698,60.527115353953604,2.1,2.12,-233,-277,0,-279,171,263,130.47087240219116,130.4715552330017,130.48682951927185,130.4992344379425,130.63692545890808,130.63692545890808,130.63692545890808,130.63692545890808,130.63692545890808,130.63692545890808,130.63692545890808,130.63692545890808,130.63692545890808,130.63692545890808,130.63692545890808,130.7031033039093,3,0.19849944114685059,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
138,138,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,0.08922910690307617,None,,,,,0,0,0,0,0,138,138,158,130.72879838943481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.72870325436371,111.92017935271596,86.85138510736529,130.32885481148406,60.18252380675823,147.2820175738872,3.0,3.1,-217,270,0,8,235,-277,130.70422434806824,130.70487546920776,130.71677136421204,130.72879838943481,,,,,,,,,,,,130.83550572395325,2,0.08922910690307617,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
139,139,0,critical,hwd,45.0,4.0,upper,200.0,125.0,125.0,200.0,117.0,117.0,1,0.03332090377807617,None,,,,,0,0,0,0,0,139,139,101,130.8633954524994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,125.0,200.0,117.0,117.0,4.0,4.1,-258,-273,0,-15,254,-262,130.8362739086151,130.83682584762573,130.8517541885376,130.8633954524994,,,,,,,,,,,,130.90272283554077,1,0.03332090377807617,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
140,140,0,critical,hwd,60.0,2.1,upper,200.0,125.0,125.0,200.0,100.0,100.0,3,0.1367497444152832,None,,,,,0,0,0,0,0,140,140,19,130.92779326438904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,125.0,200.0,100.0,100.0,2.1,2.11,-258,256,0,274,246,-262,130.9034342765808,130.90400552749634,130.91580605506897,130.92779326438904,131.07123732566833,131.07123732566833,131.07123732566833,131.07123732566833,131.07123732566833,131.07123732566833,131.07123732566833,131.07123732566833,131.07123732566833,131.07123732566833,131.07123732566833,131.07279777526855,3,0.1367497444152832,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
141,141,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,0.07479977607727051,None,,,,,0,0,0,0,0,141,141,167,131.1019811630249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.22209774770937,167.926231168541,106.59756621956589,90.24062539285279,103.30032251946724,102.3183928327746,2.2,2.21,-225,-254,0,272,192,277,131.073739528656,131.0744071006775,131.0898654460907,131.1019811630249,,,,,,,,,,,,131.18569445610046,2,0.07479977607727051,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
142,142,0,critical,hwd,45.0,1.0,lower,133.0,57.0,57.0,133.0,65.0,65.0,1,None,None,,,,,0,0,0,0,0,142,142,96,131.2143795490265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,65.0,65.0,1.0,1.1,-671,287,-480,276,-285,275,131.18644380569458,131.1869342327118,131.20198559761047,131.2143795490265,131.35414624214172,131.35414624214172,131.35414624214172,131.35414624214172,131.35414624214172,131.35414624214172,131.35414624214172,131.35414624214172,131.35414624214172,131.35414624214172,131.35414624214172,131.38723707199097,1,None,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
143,143,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,0.03112959861755371,None,,,,,0,0,0,0,0,143,143,143,131.41761565208435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.661696779578,92.82193971847249,169.22343817172586,101.20141652850613,85.64994665110743,179.6935738651227,4.0,4.2,-193,15,0,-257,236,17,131.38811421394348,131.38860416412354,131.4054458141327,131.41761565208435,,,,,,,,,,,,131.45618343353271,1,0.03112959861755371,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
144,144,0,catch,None,None,None,None,None,None,None,None,None,None,3,0.13921356201171875,None,,,,,0,0,0,0,0,144,144,124,131.4844753742218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,126,108,82,145,180,3.0,3.1,-200,250,0,8,227,-256,131.45720887184143,131.45774936676025,131.472318649292,131.4844753742218,131.62069368362427,131.62069368362427,131.62069368362427,131.62069368362427,131.62069368362427,131.62069368362427,131.62069368362427,131.62069368362427,131.62069368362427,131.62069368362427,131.62069368362427,131.63823890686035,3,0.13921356201171875,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
145,145,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,0.0298764705657959,None,,,,,0,0,0,0,0,145,145,208,131.6669158935547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.51200378656205,159.51200378656205,64.45282413793878,94.953325576637,69.00353570461596,133.68889784758704,2.1,2.11,-223,263,0,268,210,-250,131.63917303085327,131.64002561569214,131.65497827529907,131.6669158935547,,,,,,,,,,,,131.7059245109558,2,0.0298764705657959,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
146,146,0,critical,dwh,45.0,2.1,lower,65.0,65.0,57.0,133.0,133.0,57.0,1,0.025873422622680664,None,,,,,0,0,0,0,0,146,146,28,131.73546051979065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,65.0,57.0,133.0,133.0,57.0,2.1,2.11,-195,260,0,280,191,-284,131.70675563812256,131.70736622810364,131.72337174415588,131.73546051979065,,,,,,,,,,,,131.77443194389343,1,0.025873422622680664,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
147,147,0,critical,whd,45.0,2.1,upper,125.0,200.0,200.0,125.0,117.0,117.0,3,0.1608414649963379,None,,,,,0,0,0,0,0,147,147,13,131.80026960372925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,117.0,117.0,2.1,2.11,-258,286,0,254,217,-288,131.77523398399353,131.77586460113525,131.78826475143433,131.80026960372925,131.9379105567932,131.9379105567932,131.9379105567932,131.9379105567932,131.9379105567932,131.9379105567932,131.9379105567932,131.9379105567932,131.9379105567932,131.9379105567932,131.9379105567932,131.9711298942566,3,0.1608414649963379,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
148,148,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,0.06620955467224121,None,,,,,0,0,0,0,0,148,148,146,131.9999041557312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.48119645895717,179.40687254543684,153.10384493391348,158.4694710185338,177.27811416547172,158.2037041112263,1.0,1.2,-265,-1,0,-17,254,4,131.97199630737305,131.97250533103943,131.98737382888794,131.9999041557312,,,,,,,,,,,,132.06891679763794,1,0.06620955467224121,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
149,149,0,catch,None,None,None,None,None,None,None,None,None,None,2,None,None,,,,,0,0,0,0,0,149,149,128,132.09833979606628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,82,176,149,125,65,2.1,2.12,-212,-281,0,-274,203,255,132.06988954544067,132.0704381465912,132.08569645881653,132.09833979606628,,,,,,,,,,,,132.15226554870605,2,None,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
150,150,0,critical,hdw,45.0,2.1,upper,200.0,125.0,117.0,117.0,125.0,200.0,3,0.053012847900390625,None,,,,,0,0,0,0,0,150,150,21,132.1808307170868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,117.0,117.0,125.0,200.0,2.1,2.12,-217,-253,0,-250,254,263,132.15304017066956,132.15351128578186,132.1688756942749,132.1808307170868,,,,,,,,,,,,132.25195455551147,3,0.053012847900390625,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
151,151,0,critical,whd,45.0,1.0,upper,125.0,200.0,200.0,125.0,117.0,117.0,2,0.020262956619262695,None,,,,,0,0,0,0,0,151,151,85,132.27675771713257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,117.0,117.0,1.0,1.2,-258,-9,0,17,217,-10,132.25270819664001,132.2532341480255,132.2651674747467,132.27675771713257,,,,,,,,,,,,132.30363726615906,2,0.020262956619262695,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
152,152,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,0.02921009063720703,None,,,,,0,0,0,0,0,152,152,132,132.33246064186096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.81803730232252,146.7517068505495,106.93815473580437,74.38430385450408,123.1657135232547,125.84071013416778,4.0,4.2,-207,-14,0,-251,196,-6,132.30450201034546,132.3049919605255,132.32017922401428,132.33246064186096,,,,,,,,,,,,132.3713870048523,1,0.02921009063720703,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
153,153,0,catch,None,None,None,None,None,None,None,None,None,None,3,0.13752388954162598,None,,,,,0,0,0,0,0,153,153,120,132.40030002593994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,86,180,145,74,116,2.1,2.11,-212,287,0,279,226,-272,132.37243175506592,132.37315917015076,132.38806009292603,132.40030002593994,132.53778457641602,132.53778457641602,132.53778457641602,132.53778457641602,132.53778457641602,132.53778457641602,132.53778457641602,132.53778457641602,132.53778457641602,132.53778457641602,132.53778457641602,132.53955698013306,3,0.13752388954162598,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
154,154,0,critical,wdh,45.0,4.0,upper,125.0,200.0,117.0,117.0,200.0,125.0,2,0.016927003860473633,None,,,,,0,0,0,0,0,154,154,77,132.56825256347656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,117.0,117.0,200.0,125.0,4.0,4.2,-254,-4,0,-289,217,-11,132.5403187274933,132.54082560539246,132.55607748031616,132.56825256347656,,,,,,,,,,,,132.59523367881775,2,0.016927003860473633,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
155,155,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,0.03433418273925781,None,,,,,0,0,0,0,0,155,155,176,132.62323379516602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.95708832367248,93.40294670479143,138.00324641055988,138.00324641055988,74.82380476175162,98.09124209744485,1.0,1.1,-692,269,-480,279,-266,286,132.59620547294617,132.59669828414917,132.6110816001892,132.62323379516602,,,,,,,,,,,,132.66285157203674,1,0.03433418273925781,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
