thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,print_config.started,print_effect.started,print_config_1.started,print_distance.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
88,88,0,critical,whd,45.0,2.1,upper,125.0,200.0,200.0,125.0,117.0,117.0,3,0.20879483222961426,None,,,,,1,0,1,0,0,88,88,13,182.6621391773224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,117.0,117.0,2.1,2.12,-258,-255,0,-290,217,285,182.63582110404968,182.63627314567566,182.65070176124573,182.6621391773224,182.8036346435547,182.8036346435547,182.8036346435547,182.8036346435547,182.8036346435547,182.8036346435547,182.8036346435547,182.8036346435547,182.8036346435547,182.8036346435547,182.8036346435547,182.88534116744995,3,0.20879483222961426,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
89,89,0,critical,hwd,45.0,2.1,lower,133.0,57.0,57.0,133.0,65.0,65.0,2,0.2331688404083252,None,,,,,1,0,1,0,0,89,89,16,182.9109332561493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,65.0,65.0,2.1,2.12,-191,-264,0,-252,195,256,182.88614225387573,182.88665008544922,182.8991255760193,182.9109332561493,183.0532102584839,183.0532102584839,183.0532102584839,183.0532102584839,183.0532102584839,183.0532102584839,183.0532102584839,183.0532102584839,183.0532102584839,183.0532102584839,183.0532102584839,183.15199971199036,2,0.2331688404083252,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
90,90,0,critical,wdh,60.0,2.1,upper,125.0,200.0,100.0,100.0,200.0,125.0,1,0.21524906158447266,None,,,,,1,0,1,0,0,90,90,35,183.17704582214355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,100.0,100.0,200.0,125.0,2.1,2.12,-246,-268,0,-267,208,290,183.15278601646423,183.15331292152405,183.16529035568237,183.17704582214355,183.32003808021545,183.32003808021545,183.32003808021545,183.32003808021545,183.32003808021545,183.32003808021545,183.32003808021545,183.32003808021545,183.32003808021545,183.32003808021545,183.32003808021545,183.40200901031494,1,0.21524906158447266,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
91,91,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,0.20178508758544922,None,,,,,1,0,1,0,0,91,91,204,183.43154430389404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.4098340600505,149.4098340600505,130.545031661462,105.50044971607204,95.12565820531223,71.53621665769187,2.1,2.11,-223,281,0,267,185,-255,183.4029734134674,183.4034857749939,183.41935467720032,183.43154430389404,183.569965839386,183.569965839386,183.569965839386,183.569965839386,183.569965839386,183.569965839386,183.569965839386,183.569965839386,183.569965839386,183.569965839386,183.569965839386,183.63533186912537,2,0.20178508758544922,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
92,92,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,0.21092939376831055,None,,,,,1,0,1,0,0,92,92,200,183.66009759902954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.025543736984766,58.025543736984766,57.94350329412143,57.42818453506915,57.8226532082179,57.557174379520525,3.0,3.1,-154,251,0,4,153,-254,183.63625860214233,183.63673949241638,183.6483097076416,183.66009759902954,183.80325055122375,183.80325055122375,183.80325055122375,183.80325055122375,183.80325055122375,183.80325055122375,183.80325055122375,183.80325055122375,183.80325055122375,183.80325055122375,183.80325055122375,183.88516759872437,3,0.21092939376831055,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
93,93,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,0.22481989860534668,None,,,,,1,0,1,0,0,93,93,198,183.9101700782776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.91993867783984,63.28801759447098,95.18956725201282,103.57750018310121,150.2473092048629,150.2473092048629,2.1,2.12,-179,-252,0,-269,223,288,183.8861117362976,183.88661694526672,183.89864706993103,183.9101700782776,184.05419540405273,184.05419540405273,184.05419540405273,184.05419540405273,184.05419540405273,184.05419540405273,184.05419540405273,184.05419540405273,184.05419540405273,184.05419540405273,184.05419540405273,184.1518931388855,2,0.22481989860534668,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
94,94,0,critical,hdw,60.0,1.0,lower,133.0,57.0,55.0,55.0,57.0,133.0,2,0.23713397979736328,None,,,,,1,0,1,0,0,94,94,114,184.1797993183136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,55.0,55.0,57.0,133.0,1.0,1.2,-152,-5,0,-2,190,-6,184.15261101722717,184.15309071540833,184.16778564453125,184.1797993183136,184.31943702697754,184.31943702697754,184.31943702697754,184.31943702697754,184.31943702697754,184.31943702697754,184.31943702697754,184.31943702697754,184.31943702697754,184.31943702697754,184.31943702697754,184.41874289512634,2,0.23713397979736328,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
95,95,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,0.21737313270568848,None,,,,,1,0,1,0,0,95,95,168,184.44891953468323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2996213710593,124.05864106511592,86.75777955249201,196.21694427298493,60.52554269526962,99.48663847609356,2.1,2.12,-256,-264,0,-268,244,254,184.41961431503296,184.42013931274414,184.4367606639862,184.44891953468323,184.58643221855164,184.58643221855164,184.58643221855164,184.58643221855164,184.58643221855164,184.58643221855164,184.58643221855164,184.58643221855164,184.58643221855164,184.58643221855164,184.58643221855164,184.66864776611328,2,0.21737313270568848,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
96,96,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,0.2090287208557129,None,,,,,1,0,1,0,0,96,96,143,184.6940233707428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3175552456099,104.05902080423442,172.68122609352156,120.60222171746562,135.10051088246797,95.43601397688141,2.1,2.12,-208,-282,0,-266,204,268,184.6695921421051,184.6701362133026,184.6820592880249,184.6940233707428,184.8362386226654,184.8362386226654,184.8362386226654,184.8362386226654,184.8362386226654,184.8362386226654,184.8362386226654,184.8362386226654,184.8362386226654,184.8362386226654,184.8362386226654,184.91859078407288,2,0.2090287208557129,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
97,97,0,critical,whd,45.0,3.0,upper,125.0,200.0,200.0,125.0,117.0,117.0,3,0.22947144508361816,None,,,,,1,0,1,0,0,97,97,87,184.946711063385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,117.0,117.0,3.0,3.1,-258,264,0,12,217,-278,184.9193456172943,184.91979432106018,184.93497562408447,184.946711063385,185.0867955684662,185.0867955684662,185.0867955684662,185.0867955684662,185.0867955684662,185.0867955684662,185.0867955684662,185.0867955684662,185.0867955684662,185.0867955684662,185.0867955684662,185.18536639213562,3,0.22947144508361816,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
98,98,0,critical,wdh,60.0,2.1,upper,125.0,200.0,100.0,100.0,200.0,125.0,2,0.24010539054870605,None,,,,,1,0,1,0,0,98,98,11,185.21032309532166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,100.0,100.0,200.0,125.0,2.1,2.12,-246,-287,0,-254,208,284,185.18614029884338,185.18664407730103,185.19853329658508,185.21032309532166,185.35348892211914,185.35348892211914,185.35348892211914,185.35348892211914,185.35348892211914,185.35348892211914,185.35348892211914,185.35348892211914,185.35348892211914,185.35348892211914,185.35348892211914,185.45211577415466,2,0.24010539054870605,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
99,99,0,critical,hwd,45.0,4.0,upper,200.0,125.0,125.0,200.0,117.0,117.0,1,0.2350938320159912,None,,,,,1,0,1,0,0,99,99,101,185.47690558433533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,125.0,200.0,117.0,117.0,4.0,4.1,-258,-273,0,-19,254,-266,185.452862739563,185.45332717895508,185.46505618095398,185.47690558433533,185.61994171142578,185.61994171142578,185.61994171142578,185.61994171142578,185.61994171142578,185.61994171142578,185.61994171142578,185.61994171142578,185.61994171142578,185.61994171142578,185.61994171142578,185.71880340576172,1,0.2350938320159912,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
100,100,0,critical,dhw,60.0,1.0,upper,100.0,100.0,200.0,125.0,125.0,200.0,2,0.24861812591552734,None,,,,,1,0,1,0,0,100,100,55,185.7433795928955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,200.0,125.0,125.0,200.0,1.0,1.3,272,-264,480,-254,738,-254,185.71956181526184,185.72002124786377,185.73157024383545,185.7433795928955,185.8862612247467,185.8862612247467,185.8862612247467,185.8862612247467,185.8862612247467,185.8862612247467,185.8862612247467,185.8862612247467,185.8862612247467,185.8862612247467,185.8862612247467,186.00193238258362,2,0.24861812591552734,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
101,101,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,0.23218727111816406,None,,,,,1,0,1,0,0,101,101,179,186.03150033950806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5757911798044,90.35130729516332,184.431474622152,184.431474622152,170.0204553780673,66.05781641824987,2.1,2.11,-233,264,0,254,221,-279,186.00286102294922,186.00336265563965,186.01896047592163,186.03150033950806,186.17396998405457,186.17396998405457,186.17396998405457,186.17396998405457,186.17396998405457,186.17396998405457,186.17396998405457,186.17396998405457,186.17396998405457,186.17396998405457,186.17396998405457,186.27280926704407,3,0.23218727111816406,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
102,102,0,critical,hwd,45.0,4.0,lower,133.0,57.0,57.0,133.0,65.0,65.0,2,0.24228382110595703,None,,,,,1,0,1,0,0,102,102,100,186.3018834590912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,65.0,65.0,4.0,4.2,-191,10,0,-288,195,1,186.27362751960754,186.27423739433289,186.2898781299591,186.3018834590912,186.4369604587555,186.4369604587555,186.4369604587555,186.4369604587555,186.4369604587555,186.4369604587555,186.4369604587555,186.4369604587555,186.4369604587555,186.4369604587555,186.4369604587555,186.55211925506592,2,0.24228382110595703,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
103,103,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,0.21877837181091309,None,,,,,1,0,1,0,0,103,103,182,186.5816388130188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.33846105435515,173.33846105435515,91.19510593835763,117.04673414487121,135.55439936875928,129.28822485462143,3.0,3.1,-241,251,0,18,219,-260,186.55305933952332,186.55356311798096,186.56930017471313,186.5816388130188,186.72007060050964,186.72007060050964,186.72007060050964,186.72007060050964,186.72007060050964,186.72007060050964,186.72007060050964,186.72007060050964,186.72007060050964,186.72007060050964,186.72007060050964,186.81840348243713,1,0.21877837181091309,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
104,104,0,critical,dwh,45.0,4.0,upper,117.0,117.0,125.0,200.0,200.0,125.0,2,0.2088310718536377,None,,,,,1,0,1,0,0,104,104,65,186.84606981277466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,117.0,125.0,200.0,200.0,125.0,4.0,4.1,-254,-261,0,10,258,-268,186.81917572021484,186.81962990760803,186.83426332473755,186.84606981277466,186.98678755760193,186.98678755760193,186.98678755760193,186.98678755760193,186.98678755760193,186.98678755760193,186.98678755760193,186.98678755760193,186.98678755760193,186.98678755760193,186.98678755760193,187.0684940814972,2,0.2088310718536377,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
105,105,0,critical,hdw,45.0,3.0,upper,200.0,125.0,117.0,117.0,125.0,200.0,3,0.21022915840148926,None,,,,,1,0,1,0,0,105,105,111,187.09335494041443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,117.0,117.0,125.0,200.0,3.0,3.2,-217,-283,0,8,254,286,187.0692412853241,187.06971955299377,187.0816421508789,187.09335494041443,187.23642873764038,187.23642873764038,187.23642873764038,187.23642873764038,187.23642873764038,187.23642873764038,187.23642873764038,187.23642873764038,187.23642873764038,187.23642873764038,187.23642873764038,187.3186764717102,3,0.21022915840148926,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
106,106,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,0.2290942668914795,None,,,,,1,0,1,0,0,106,106,171,187.34688425064087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.03708851426942,58.35467981015103,63.84619718691341,63.84619718691341,58.06172513749451,57.38388494952372,1.0,1.3,323,-290,480,-254,637,-252,187.3195836544037,187.3201117515564,187.3350281715393,187.34688425064087,187.48638606071472,187.48638606071472,187.48638606071472,187.48638606071472,187.48638606071472,187.48638606071472,187.48638606071472,187.48638606071472,187.48638606071472,187.48638606071472,187.48638606071472,187.58526730537415,2,0.2290942668914795,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
107,107,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,0.2525036334991455,None,,,,,1,0,1,0,0,107,107,142,187.6144688129425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.86748034488163,117.03580374590338,136.51000678654424,115.54010151818528,99.25843397994274,106.83156492529676,2.1,2.11,-212,271,0,276,207,-289,187.58615732192993,187.58666062355042,187.6023018360138,187.6144688129425,187.75310063362122,187.75310063362122,187.75310063362122,187.75310063362122,187.75310063362122,187.75310063362122,187.75310063362122,187.75310063362122,187.75310063362122,187.75310063362122,187.75310063362122,187.88508343696594,1,0.2525036334991455,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
108,108,0,critical,dhw,45.0,2.1,upper,117.0,117.0,200.0,125.0,125.0,200.0,2,0.20657753944396973,None,,,,,1,0,1,0,0,108,108,25,187.91237568855286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,117.0,200.0,125.0,125.0,200.0,2.1,2.11,-217,263,0,269,258,-278,187.88586258888245,187.88632678985596,187.90082454681396,187.91237568855286,188.0536777973175,188.0536777973175,188.0536777973175,188.0536777973175,188.0536777973175,188.0536777973175,188.0536777973175,188.0536777973175,188.0536777973175,188.0536777973175,188.0536777973175,188.1352195739746,2,0.20657753944396973,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
109,109,0,critical,hdw,45.0,3.0,lower,133.0,57.0,65.0,65.0,57.0,133.0,3,0.27280378341674805,None,,,,,1,0,1,0,0,109,109,110,188.1608805656433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,65.0,65.0,57.0,133.0,3.0,3.1,-157,285,0,-8,195,-285,188.135990858078,188.1364951133728,188.14900827407837,188.1608805656433,188.30348134040833,188.30348134040833,188.30348134040833,188.30348134040833,188.30348134040833,188.30348134040833,188.30348134040833,188.30348134040833,188.30348134040833,188.30348134040833,188.30348134040833,188.43533182144165,3,0.27280378341674805,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
110,110,0,critical,dwh,60.0,1.0,upper,100.0,100.0,125.0,200.0,200.0,125.0,2,0.2589144706726074,None,,,,,1,0,1,0,0,110,110,67,188.46002912521362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,125.0,200.0,200.0,125.0,1.0,1.2,-246,19,0,15,258,-11,188.43608617782593,188.43653869628906,188.44813513755798,188.46002912521362,188.6031174659729,188.6031174659729,188.6031174659729,188.6031174659729,188.6031174659729,188.6031174659729,188.6031174659729,188.6031174659729,188.6031174659729,188.6031174659729,188.6031174659729,188.73532629013062,2,0.2589144706726074,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
111,111,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,0.23598003387451172,None,,,,,1,0,1,0,0,111,111,203,188.76455116271973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.87196269180433,82.73924274289172,67.79078491104174,136.07491769939287,145.99279473757048,145.99279473757048,3.0,3.1,-205,262,0,-16,237,-269,188.73624968528748,188.73677611351013,188.75256323814392,188.76455116271973,188.9037470817566,188.9037470817566,188.9037470817566,188.9037470817566,188.9037470817566,188.9037470817566,188.9037470817566,188.9037470817566,188.9037470817566,188.9037470817566,188.9037470817566,189.018404006958,1,0.23598003387451172,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
112,112,0,critical,wdh,45.0,4.0,upper,125.0,200.0,117.0,117.0,200.0,125.0,2,0.18758511543273926,None,,,,,1,0,1,0,0,112,112,77,189.04613971710205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,117.0,117.0,200.0,125.0,4.0,4.1,-254,-290,0,-18,217,-260,189.01917457580566,189.01963448524475,189.03436470031738,189.04613971710205,189.1872329711914,189.1872329711914,189.1872329711914,189.1872329711914,189.1872329711914,189.1872329711914,189.1872329711914,189.1872329711914,189.1872329711914,189.1872329711914,189.1872329711914,189.25213098526,2,0.18758511543273926,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
113,113,0,critical,dhw,45.0,1.0,lower,65.0,65.0,133.0,57.0,57.0,133.0,3,0.20928168296813965,None,,,,,1,0,1,0,0,113,113,48,189.27759981155396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,65.0,133.0,57.0,57.0,133.0,1.0,1.3,323,-289,480,-279,671,-251,189.25290966033936,189.25338077545166,189.26583576202393,189.27759981155396,189.41972541809082,189.41972541809082,189.41972541809082,189.41972541809082,189.41972541809082,189.41972541809082,189.41972541809082,189.41972541809082,189.41972541809082,189.41972541809082,189.41972541809082,189.5017786026001,3,0.20928168296813965,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
114,114,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,0.22988057136535645,None,,,,,1,0,1,0,0,114,114,139,189.53021883964539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.943841757119635,156.9091412880353,174.6917252063028,83.01373279445828,185.57288687070175,188.72777457260108,2.2,2.21,-216,-282,0,274,232,256,189.50267505645752,189.50319027900696,189.51835107803345,189.53021883964539,189.66997170448303,189.66997170448303,189.66997170448303,189.66997170448303,189.66997170448303,189.66997170448303,189.66997170448303,189.66997170448303,189.66997170448303,189.66997170448303,189.66997170448303,189.76870608329773,2,0.22988057136535645,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
115,115,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,0.2727513313293457,None,,,,,1,0,1,0,0,115,115,161,189.79408359527588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.06887250725045,136.54813212214532,104.90617391157927,103.33490710253943,174.7827365332668,60.93030107510522,3.0,3.1,-216,283,0,4,178,-260,189.76958560943604,189.77010083198547,189.78213739395142,189.79408359527588,189.93621039390564,189.93621039390564,189.93621039390564,189.93621039390564,189.93621039390564,189.93621039390564,189.93621039390564,189.93621039390564,189.93621039390564,189.93621039390564,189.93621039390564,190.06859421730042,1,0.2727513313293457,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
